Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.999994792	0.000	5597.444		ANT	TRAMOT	
1	Spectrogram 1	1	0.000000000	59.999994792	0.000	5597.444	0.000	ANT	TRAMOT	
2	Waveform 1	1	0.451552172	40.244587287	5750.799	6364.217		BIO	INSECT	
2	Spectrogram 1	1	0.451552172	40.244587287	5750.799	6364.217	6000.000	BIO	INSECT	
3	Waveform 1	1	0.000000000	59.999994792	6977.636	7897.764		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.999994792	6977.636	7897.764	7500.000	BIO	INSECT	
4	Waveform 1	1	1.580432600	59.999994792	8051.118	8894.569		BIO	INSECT	
4	Spectrogram 1	1	1.580432600	59.999994792	8051.118	8894.569	8250.000	BIO	INSECT	
5	Waveform 1	1	0.790216300	52.662272004	14769.109	50749.031		BIO	INSECT	
5	Spectrogram 1	1	0.790216300	52.662272004	14769.109	50749.031	21750.000	BIO	INSECT	
6	Waveform 1	1	0.056444021	59.999994792	13880.077	15398.210		BIO	INSECT	
6	Spectrogram 1	1	0.056444021	59.999994792	13880.077	15398.210	14625.000	BIO	INSECT	
