Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	43.920450733	45.284086978	8426.332	29793.103		BIO	INSECT	
1	Spectrogram 1	1	43.920450733	45.284086978	8426.332	29793.103	16500.000	BIO	INSECT	
2	Waveform 1	1	0.624999946	58.068176778	5115.987	17454.545		BIO	INSECT	
2	Spectrogram 1	1	0.624999946	58.068176778	5115.987	17454.545	7875.000	BIO	INSECT	
4	Waveform 1	1	2.613636137	57.272722301	1504.702	2257.053		BIO	AVEVOC	CRYSOU
4	Spectrogram 1	1	2.613636137	57.272722301	1504.702	2257.053	1875.000	BIO	AVEVOC	CRYSOU
5	Waveform 1	1	0.000000000	59.999994792	0.000	752.351		ANT	TRAMOT	
5	Spectrogram 1	1	0.000000000	59.999994792	0.000	752.351	0.000	ANT	TRAMOT	
6	Waveform 1	1	0.000000000	59.999994792	6394.984	8652.038		BIO	INSECT	
6	Spectrogram 1	1	0.000000000	59.999994792	6394.984	8652.038	7500.000	BIO	INSECT	
7	Waveform 1	1	0.000000000	59.999994792	3460.815	4965.517		BIO	INSECT	
7	Spectrogram 1	1	0.000000000	59.999994792	3460.815	4965.517	3750.000	BIO	INSECT	
