Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	28.977270212	57.613631362	20764.890	24376.176		BIO	INSECT	
1	Spectrogram 1	1	28.977270212	57.613631362	20764.890	24376.176	22500.000	BIO	INSECT	
2	Waveform 1	1	9.999999132	57.556813186	4815.047	18056.426		BIO	INSECT	
2	Spectrogram 1	1	9.999999132	57.556813186	4815.047	18056.426	8250.000	BIO	INSECT	
3	Waveform 1	1	0.000000000	59.999994792	6695.925	9630.094		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.999994792	6695.925	9630.094	7875.000	BIO	INSECT	
4	Waveform 1	1	5.284090450	26.988634021	9554.859	17153.605		BIO	INSECT	
4	Spectrogram 1	1	5.284090450	26.988634021	9554.859	17153.605	14625.000	BIO	INSECT	
5	Waveform 1	1	0.227272708	59.999994792	3235.110	4815.047		BIO	INSECT	
5	Spectrogram 1	1	0.227272708	59.999994792	3235.110	4815.047	3750.000	BIO	INSECT	
6	Waveform 1	1	1.022727184	14.829544167	1354.232	3611.285		BIO	AVEVOC	
6	Spectrogram 1	1	1.022727184	14.829544167	1354.232	3611.285	3375.000	BIO	AVEVOC	
