Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	1.354656515	55.653805141	1546.012	2871.166		BIO	AVEVOC	
1	Spectrogram 1	1	1.354656515	55.653805141	1546.012	2871.166	2250.000	BIO	AVEVOC	
2	Waveform 1	1	0.000000000	59.999994792	3239.264	4049.080		BIO	INSECT	
2	Spectrogram 1	1	0.000000000	59.999994792	3239.264	4049.080	3750.000	BIO	INSECT	
3	Waveform 1	1	0.000000000	59.999994792	4343.558	4932.515		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.999994792	4343.558	4932.515	4500.000	BIO	INSECT	
4	Waveform 1	1	0.000000000	13.715897210	7141.104	7803.681		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	13.715897210	7141.104	7803.681	7500.000	BIO	INSECT	
5	Waveform 1	1	38.494822623	59.999994792	7141.104	7877.301		BIO	INSECT	
5	Spectrogram 1	1	38.494822623	59.999994792	7141.104	7877.301	7500.000	BIO	INSECT	
6	Waveform 1	1	0.000000000	59.999994792	8098.160	9055.215		BIO	INSECT	
6	Spectrogram 1	1	0.000000000	59.999994792	8098.160	9055.215	8625.000	BIO	INSECT	
7	Waveform 1	1	7.732830937	9.426151581	9570.552	20245.399		BIO	MURCIE	
7	Spectrogram 1	1	7.732830937	9.426151581	9570.552	20245.399	16500.000	BIO	MURCIE	
8	Waveform 1	1	35.446845465	40.583251416	9938.650	10895.706		BIO	INSECT	
8	Spectrogram 1	1	35.446845465	40.583251416	9938.650	10895.706	10500.000	BIO	INSECT	
9	Waveform 1	1	0.142045442	1.562499864	37493.562	46969.957		BIO	MURCIE	SAC_SP
9	Spectrogram 1	1	0.142045442	1.562499864	37493.562	46969.957	42375.000	BIO	MURCIE	SAC_SP
