Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	26.931815844	28.124997559	9404.389	18808.777		BIO		
1	Spectrogram 1	1	26.931815844	28.124997559	9404.389	18808.777	16125.000	BIO		
2	Waveform 1	1	35.170451492	36.193178676	9931.034	12263.323		BIO	INSECT	
2	Spectrogram 1	1	35.170451492	36.193178676	9931.034	12263.323	11625.000	BIO	INSECT	
3	Waveform 1	1	51.647722789	55.965904233	9329.154	17003.135		BIO	INSECT	
3	Spectrogram 1	1	51.647722789	55.965904233	9329.154	17003.135	15375.000	BIO	INSECT	
4	Waveform 1	1	0.000000000	59.999994792	15272.727	19561.129		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.999994792	15272.727	19561.129	17625.000	BIO	INSECT	
5	Waveform 1	1	19.829543733	21.988634455	10081.505	17905.956		BIO	INSECT	
5	Spectrogram 1	1	19.829543733	21.988634455	10081.505	17905.956	16500.000	BIO	INSECT	
6	Waveform 1	1	0.000000000	59.999994792	8050.157	8802.508		BIO	INSECT	
6	Spectrogram 1	1	0.000000000	59.999994792	8050.157	8802.508	8625.000	BIO	INSECT	
7	Waveform 1	1	0.795454476	59.659085730	6244.514	7824.451		BIO	INSECT	
7	Spectrogram 1	1	0.795454476	59.659085730	6244.514	7824.451	7125.000	BIO	INSECT	
8	Waveform 1	1	0.000000000	59.999994792	3235.110	4137.931		BIO	INSECT	
8	Spectrogram 1	1	0.000000000	59.999994792	3235.110	4137.931	3750.000	BIO	INSECT	
9	Waveform 1	1	9.431817363	14.715907813	1128.527	2332.288		BIO	AVEVOC	
9	Spectrogram 1	1	9.431817363	14.715907813	1128.527	2332.288	1875.000	BIO	AVEVOC	
