Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Descripción
1	Waveform 1	1	0.000000000	59.772722084	3611.285	4739.812		BIO	INSECT	
1	Spectrogram 1	1	0.000000000	59.772722084	3611.285	4739.812	4125.000	BIO	INSECT	
2	Waveform 1	1	0.000000000	59.999994792	6470.219	7448.276		BIO	INSECT	
2	Spectrogram 1	1	0.000000000	59.999994792	6470.219	7448.276	7125.000	BIO	INSECT	
3	Waveform 1	1	0.965909007	14.602271460	8727.273	9479.624		BIO	INSECT	
3	Spectrogram 1	1	0.965909007	14.602271460	8727.273	9479.624	9000.000	BIO	INSECT	
4	Waveform 1	1	15.965907705	17.102271243	7222.571	10081.505		BIO		
4	Spectrogram 1	1	15.965907705	17.102271243	7222.571	10081.505	8625.000	BIO		
