Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.999994792	3312.883	3975.460		BIO	INSECT	
1	Spectrogram 1	1	0.000000000	59.999994792	3312.883	3975.460	3750.000	BIO	INSECT	
2	Waveform 1	1	1.975540750	59.999994792	5815.951	6552.147		BIO	INSECT	
2	Spectrogram 1	1	1.975540750	59.999994792	5815.951	6552.147	6000.000	BIO	INSECT	
3	Waveform 1	1	0.000000000	59.999994792	6993.865	8171.779		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.999994792	6993.865	8171.779	7500.000	BIO	INSECT	
4	Waveform 1	1	0.000000000	59.999994792	4490.798	5226.994		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.999994792	4490.798	5226.994	4875.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	59.999994792	5226.994	5742.331		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.999994792	5226.994	5742.331	5250.000	BIO	INSECT	
6	Waveform 1	1	47.412978010	59.999994792	2944.785	3239.264		BIO	INSECT	
6	Spectrogram 1	1	47.412978010	59.999994792	2944.785	3239.264	3000.000	BIO	INSECT	
7	Waveform 1	1	2.031984772	59.717774684	1619.632	2208.589		BIO		
7	Spectrogram 1	1	2.031984772	59.717774684	1619.632	2208.589	1875.000	BIO		
8	Waveform 1	1	2.370648901	30.310439514	10085.890	22527.607		BIO	INSECT	
8	Spectrogram 1	1	2.370648901	30.310439514	10085.890	22527.607	17250.000	BIO	INSECT	
9	Waveform 1	1	50.743175275	59.999994792	8907.975	10306.748		BIO	INSECT	
9	Spectrogram 1	1	50.743175275	59.999994792	8907.975	10306.748	9750.000	BIO	INSECT	
10	Waveform 1	1	1.411100536	59.153334470	11852.761	12736.196		BIO	INSECT	
10	Spectrogram 1	1	1.411100536	59.153334470	11852.761	12736.196	12000.000	BIO	INSECT	
11	Waveform 1	1	54.976476883	55.484473076	11263.804	12588.957		BIO	INSECT	
11	Spectrogram 1	1	54.976476883	55.484473076	11263.804	12588.957	11625.000	BIO	INSECT	
12	Waveform 1	1	0.000000000	59.999994792	0.000	957.055		ANT	TRAMOT	
12	Spectrogram 1	1	0.000000000	59.999994792	0.000	957.055	375.000	ANT	TRAMOT	
