sensor_name,ID_MUEST_PT,ALTURA,ESTACIONAL,FECHA_FIN,FECHA_INI,HORA_FIN,HORA_INI,MICROFONO,NUM_GRAB,REF_GRAB,RES_BITS,TASA_GRAB,TASA_MUEST,ANTROPOFON,BIOFONIA,GEOFONIA,ACI_Q25,ACI_Q50,ACI_Q75,ADI_Q25,ADI_Q50,ADI_Q75,AEI_Q25,AEI_Q50,AEI_Q75,ASU,BIO_Q25,BIO_Q50,BIO_Q75,HF_Q25,HF_Q50,HF_Q75,HT_Q25,HT_Q50,HT_Q75,NDSI_Q25,NDSI_Q50,NDSI_Q75,NP_Q25,NP_Q50,NP_Q75,SC_Q25,SC_Q50,SC_Q75
G021,ANH_327,1.5,Húmedo,2021-12-01,2021-11-09,11:30:00,13:30:00,Audiomoth v1.20,1053.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,0.0,100.0,16.667,305.9021760290507,311.0191569322652,320.3321987678103,3.04399105261185,3.058712639077551,3.073079472331824,0.6390583431020918,0.7002502708167264,0.7893511551322885,0.4449869791666667,23.891875560761807,43.285796044864846,62.0165375235748,0.6575221780298677,0.7295993145550416,0.8270316361609245,0.9555934215288934,0.979533490713672,0.98753809337526,0.6467853515415336,0.8447023254649748,0.9292447728201164,6.0,11.0,19.0,0.0025951050497475,0.0231383027540978,0.0448195357480309
G022,ANH_275,1.5,Húmedo,2021-11-27,2021-11-07,08:00:00,11:00:00,Audiomoth v1.20,955.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,33.333,100.0,0.0,304.79767042837545,309.45663319837263,315.73277182926034,3.039908509823704,3.062046696664219,3.0787390454238466,0.6317945487475103,0.7156439014764999,0.7924034039349983,0.33203125,17.48345077517935,31.926975438759623,63.98376428477441,0.6816434864013139,0.7695782312515006,0.8433028571646012,0.8943950757754732,0.9639614664740064,0.9853905892964769,0.06822005854651456,0.5404158383489494,0.7484194761851559,9.0,18.0,30.0,0.0020999460700634,0.0189078182674767,0.05138072000398565
G023,ANH_240,1.5,Húmedo,2021-11-29,2021-11-11,12:00:00,15:30:00,Audiomoth v1.20,858.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,33.333,83.333,16.667,304.7917523300075,307.3158603728429,311.126577803535,3.0453600399532155,3.056810933122388,3.06613795789526,0.6998127748245684,0.760416660384455,0.8472009904683252,0.11653645833333333,12.723625831718548,23.067404118770654,53.780443268815475,0.7300392194389732,0.8026018364583358,0.9115456464074487,0.9350458949674194,0.9721767334262301,0.9826767934708118,0.34868549931075665,0.5117823519605473,0.653247241412065,1.0,7.0,13.0,4.239225157047996e-05,0.0031217304429684,0.012866922418683275
G024,ANH_256,1.5,Húmedo,2021-11-25,2021-11-05,11:30:00,14:30:00,Audiomoth v1.20,955.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,0.0,100.0,0.0,302.40471174901546,306.5488555144792,316.7813049946893,3.0575002167306913,3.0702682204330696,3.0791572902163558,0.679861473551337,0.7753046958473818,0.8282195604913154,0.529296875,19.105427848069333,41.01264222699357,70.22728133215696,0.7184718441375109,0.8306868748183873,0.867307350986311,0.9371095836642493,0.9699100284984808,0.9852875028241863,0.7598504612291904,0.9516268338095936,0.9827682634306548,6.0,16.0,44.0,0.0036072746851828503,0.0414753552426978,0.14234444010324476
G025,ANH_389,1.5,Húmedo,2021-11-26,2021-11-06,10:00:00,14:00:00,Audiomoth v1.20,953.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,0.0,100.0,0.0,304.6244073722588,308.440944252702,314.9947870973218,3.03121819289033,3.043287310206556,3.056075609502274,0.6577886075488081,0.7146618257870365,0.8094676986242003,0.17740885416666666,16.54213039459813,38.07166011310733,66.60600463234132,0.6977995918827581,0.7830185798829004,0.8801465116533109,0.9172484937893036,0.9593379783580444,0.978994615881565,0.419388045789862,0.5714655311463782,0.7020578256351119,4.0,11.0,18.0,0.000519195823358,0.0116128547291834,0.034077251793367
G026,ANH_66,1.5,Húmedo,2021-11-28,2021-11-08,13:00:00,11:30:00,Audiomoth v1.20,964.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,50.0,100.0,0.0,306.0361780355123,311.28232539265025,320.8836519503763,3.0602806564005247,3.075971156618256,3.0857527555405437,0.7246281228322523,0.7956218102826558,0.8329882011273038,0.5550130208333334,16.717496548657675,42.97475412668193,71.92469872113901,0.7864271748942169,0.8354887993363335,0.8682728456485237,0.9325868863002323,0.9713718100275833,0.9882357152755719,0.7979654605645559,0.9477049351013427,0.985164646278136,5.0,19.0,47.0,0.000733779282338475,0.050282017731323944,0.2347296117306789
G027,ANH_58,1.5,Húmedo,2021-11-30,2021-11-10,09:30:00,11:00:00,Audiomoth v1.20,958.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,33.333,100.0,16.667,306.36852189074716,311.9383938983735,334.9669897810651,3.053134592605404,3.0662785782297663,3.0785306375426655,0.6469741300900749,0.6979913508436304,0.7741980262474482,0.408203125,14.32071036943275,26.00086822972726,50.961709028450215,0.6915035868513312,0.7960056273502301,0.8781861139227951,0.8693141844224999,0.9549807131564192,0.9815650683934068,0.4830920236858206,0.7077015555778047,0.8533649167599571,7.0,28.0,46.0,0.00175097480326935,0.039713673118155504,0.0795300491138271
G028,ANH_248,1.5,Húmedo,2021-11-24,2021-11-04,13:00:00,14:00:00,Audiomoth v1.20,959.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,50.0,100.0,0.0,303.2593909663644,306.5342432905011,312.52041675991074,3.0585424610953558,3.078027533728105,3.0868330003630438,0.7077338031786591,0.8038048709103283,0.8420319460783869,0.4518229166666667,16.757174010857984,39.89103781311185,69.70221178788306,0.7736717853574568,0.8426313005519942,0.8780805031367794,0.9410966021284286,0.9739889621832976,0.9871751557627929,0.7516334495914934,0.8935432883056481,0.9604869420934641,3.0,18.0,49.0,0.00042523361626875,0.0249266439234422,0.13386773792323414
G02A,ANH_197,1.5,Húmedo,2021-11-29,2021-11-11,09:30:00,14:00:00,Audiomoth v1.20,856.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,66.667,100.0,16.667,307.71611518060075,312.79869409430376,319.3576871848077,3.042593720179726,3.0571094220759916,3.0712694653343204,0.7255252543004393,0.7681260266960963,0.8087865979787092,0.4886067708333333,47.78891935490469,58.696926435222636,73.44170461203139,0.745406482835001,0.789335847272086,0.8348079623882698,0.969167206868598,0.983474145691239,0.9905187013709287,0.7788493243177103,0.8840218546102143,0.9512039353033674,12.0,18.0,30.0,0.013137664685156675,0.0246792829503608,0.03838334307918083
G030,ANH_370,1.5,Húmedo,2021-11-28,2021-11-08,08:30:00,09:30:00,Audiomoth v1.20,959.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,16.667,100.0,0.0,306.38972347603925,310.0011371805624,316.4135060112146,3.062150234715957,3.075550516790968,3.083850475948127,0.6342997446127514,0.686597648603222,0.7572869038068393,0.11002604166666667,14.378038812486995,34.12661922847395,44.668013807222195,0.6627900238465867,0.7321198820941346,0.8358180419469831,0.9208920701385602,0.971154197040268,0.9858476505445333,0.23176843086183269,0.3717704457883142,0.5277499990604464,3.0,9.0,21.0,0.00050040338194015,0.0081917563240935,0.016009848987437
G031,ANH_109,1.5,Húmedo,2021-11-29,2021-11-09,11:30:00,11:30:00,Audiomoth v1.20,961.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,50.0,100.0,16.667,303.5416165149672,306.7748948130103,312.13541254280454,3.0360828672670737,3.045473943282768,3.05844463375547,0.5704551442368853,0.6476931024731324,0.6952558501760527,0.5071614583333334,39.620152996117646,53.689769535917534,80.1409944472016,0.5882788030201255,0.6636512422493606,0.71151475386277,0.9751754524185116,0.9858870159959732,0.9907935752827316,-0.0397347468996425,0.3040904357049233,0.603906332794128,20.0,30.0,41.0,0.0335257154894294,0.0789833201786243,0.1298671330688406
G032,ANH_182,1.5,Húmedo,2021-12-01,2021-11-07,09:00:00,09:00:00,Audiomoth v1.20,1153.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,50.0,100.0,33.333,304.1359288944768,309.3632464249578,320.4732502300933,3.02016306841229,3.036831542910055,3.0520443266414508,0.5036994082350025,0.5746616596655393,0.685024948740446,0.333984375,10.596336793915908,25.248224844565115,62.57179290819201,0.53491802284331,0.6401670565611659,0.8025283749538713,0.8925904418812793,0.9622020080686622,0.9819607350247088,0.2082678576898725,0.5674224594252502,0.8968081221754775,6.0,13.0,25.0,0.0008146304837873,0.022135747856132,0.0654387772850953
G033,ANH_228,1.5,Húmedo,2021-11-29,2021-11-09,14:00:00,15:30:00,Audiomoth v1.20,958.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,50.0,100.0,0.0,306.78435152023235,311.0269618492275,317.2610183038422,3.038781833904087,3.049106408148594,3.0644690283668288,0.6292542596604619,0.6795174679234661,0.7533639286779331,0.21484375,17.930505236584622,38.75775382352593,67.11289200830495,0.6460674811852064,0.706947653803963,0.8000472546695726,0.9553674968562388,0.9797197629370411,0.987702914491243,0.25176142872711554,0.4544170212024069,0.6189296939516019,4.0,12.0,22.0,0.000265060830695775,0.0185756727912544,0.04888635118090823
G034,ANH_375,1.5,Húmedo,2021-11-25,2021-11-05,09:30:00,09:30:00,Audiomoth v1.20,961.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,0.0,100.0,16.667,305.5554824052137,308.49782787816025,313.1133996926461,3.01828366051435,3.0354635547280653,3.0536000364618183,0.5550404443326392,0.6211672003774722,0.7535705068615042,0.14778645833333334,8.7541092654296,22.47327556207304,58.49988500247088,0.5785826417785631,0.6654152738980524,0.8628803701997305,0.8946576266999934,0.9581995360298764,0.9801475645149254,0.4976917696287211,0.7422640497743416,0.9094954203205444,3.0,11.0,18.0,0.0001547098665561,0.0117902903388495,0.0338298908202856
G035,ANH_282,1.5,Húmedo,2021-11-26,2021-11-06,10:30:00,15:00:00,Audiomoth v1.20,952.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,16.667,100.0,16.667,304.2588111116711,308.842388583308,323.3908995889455,3.045946655065373,3.064035664201996,3.0761970131052627,0.5013364275634293,0.5595116349784447,0.6258371703586492,0.4013671875,14.75873691579213,24.63932296865598,45.52061759065835,0.5216484486860274,0.5929668633439555,0.7076221853273582,0.9118061509820323,0.970716045948647,0.9832137087921942,0.6180663459041185,0.940818419871406,0.9844175504445357,3.0,8.0,16.0,0.0029272505259697753,0.01480276240148165,0.031206597108411324
G036,ANH_236,1.5,Húmedo,2021-12-01,2021-11-07,09:30:00,09:30:00,Audiomoth v1.20,1153.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,16.667,100.0,0.0,303.0918909531149,305.11490036140805,308.7663578017488,3.041450653637128,3.0530190482078328,3.066122345869001,0.5997424370835839,0.6958665928452934,0.8132198566302161,0.234375,9.082819315413552,29.269166572216907,56.39817519825807,0.6314249152929646,0.7360915366783861,0.8593970251218072,0.9534659762657756,0.9744202907514354,0.98380466034783,0.4375919595635306,0.6459453040955356,0.8332336145611271,2.0,8.0,16.0,4.982182143334758e-05,0.013742082045177,0.0322198593276501
G037,ANH_227,1.5,Húmedo,2021-11-24,2021-11-04,12:30:00,13:30:00,Audiomoth v1.20,959.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,50.0,100.0,16.667,307.5187127874408,315.82918042941094,338.81515648729174,3.068004681375858,3.0797861603531267,3.086582785490203,0.7296039082264745,0.767426607748993,0.8029542449634259,0.9124348958333334,17.364462230570616,35.814739806726905,62.8702500217866,0.7771729650394814,0.8054424728035795,0.8331546267547257,0.9318699294282913,0.9619464414131466,0.980363166413876,0.9693025653643341,0.9895133398626624,0.9955735362469059,22.0,34.0,56.0,0.06284061300069829,0.1526986382909541,0.3922716740219408
G038,ANH_239,1.5,Húmedo,2021-11-27,2021-11-07,09:00:00,14:00:00,Audiomoth v1.20,951.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,0.0,100.0,0.0,304.850077223963,307.7484412970852,312.50432212308897,3.0138599142827243,3.031805738952115,3.0510409968533336,0.6214765995655733,0.6907450356958788,0.7394992750263587,0.21484375,25.7660595768762,49.12350548160023,88.3549139655843,0.6662938694060441,0.7219632395952605,0.8104239083286497,0.9334621737681943,0.97378708297177,0.9835028467556581,0.6957339559108082,0.8764875096507424,0.9538488940629681,5.0,19.0,40.0,0.0020916424331579,0.0448422614911408,0.12827633105114425
G039,ANH_212,1.5,Húmedo,2021-11-27,2021-11-08,09:30:00,09:30:00,Audiomoth v1.20,913.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,0.0,100.0,16.667,304.23036679317266,309.2396629124291,316.1892122361893,3.056636400204266,3.0676928418535,3.0772732811625394,0.7115895856864074,0.7833421259905002,0.8401731915308512,0.3404947916666667,13.989442016482602,35.74464055271573,53.99059100592149,0.7415459038573614,0.8276640772173194,0.8785512989912444,0.9470254343116854,0.9730162729805222,0.9837976394362468,0.6495832033561568,0.8169671735962102,0.9212416642741758,2.0,7.0,24.0,4.1955218049134806e-05,0.007064209839023,0.0356715500792341
