Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.902433825	0.000	376.963		ANT	TRAMOT	
1	Spectrogram 1	1	0.000000000	59.902433825	0.000	376.963	375.000	ANT	TRAMOT	
2	Waveform 1	1	9.121950428	13.121950080	314.136	3078.534		BIO	AVEVOC	ORT_SP
2	Spectrogram 1	1	9.121950428	13.121950080	314.136	3078.534	1125.000	BIO	AVEVOC	ORT_SP
3	Waveform 1	1	10.048779616	55.853653688	1507.853	2198.953		BIO	AVEVOC	CRYSOU
3	Spectrogram 1	1	10.048779616	55.853653688	1507.853	2198.953	1875.000	BIO	AVEVOC	CRYSOU
4	Waveform 1	1	0.000000000	59.951214308	2890.052	3895.288		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.951214308	2890.052	3895.288	3375.000	BIO	INSECT	
5	Waveform 1	1	0.878048704	59.902433825	4083.770	4712.042		BIO	INSECT	
5	Spectrogram 1	1	0.878048704	59.902433825	4083.770	4712.042	4500.000	BIO	INSECT	
6	Waveform 1	1	2.975609498	57.951214482	4837.696	10806.283		BIO	AVEVOC	
6	Spectrogram 1	1	2.975609498	57.951214482	4837.696	10806.283	7875.000	BIO	AVEVOC	
7	Waveform 1	1	0.000000000	59.951214308	6408.377	8167.539		BIO	INSECT	
7	Spectrogram 1	1	0.000000000	59.951214308	6408.377	8167.539	7500.000	BIO	INSECT	
8	Waveform 1	1	0.195121934	7.073170118	5717.277	6659.686		BIO	INSECT	
8	Spectrogram 1	1	0.195121934	7.073170118	5717.277	6659.686	6375.000	BIO	INSECT	
9	Waveform 1	1	0.000000000	57.951214482	8167.539	8984.293		BIO	INSECT	
9	Spectrogram 1	1	0.000000000	57.951214482	8167.539	8984.293	8250.000	BIO	INSECT	
10	Waveform 1	1	0.000000000	59.902433825	17214.660	19727.749		BIO	INSECT	
10	Spectrogram 1	1	0.000000000	59.902433825	17214.660	19727.749	18375.000	BIO	INSECT	
