Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.999994792	3092.025	4785.276		BIO	INSECT	
1	Spectrogram 1	1	0.000000000	59.999994792	3092.025	4785.276	4125.000	BIO	INSECT	
2	Waveform 1	1	0.000000000	59.999994792	4932.515	5742.331		BIO	INSECT	
2	Spectrogram 1	1	0.000000000	59.999994792	4932.515	5742.331	5250.000	BIO	INSECT	
3	Waveform 1	1	0.000000000	59.717774684	6478.528	7141.104		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.717774684	6478.528	7141.104	6750.000	BIO	INSECT	
4	Waveform 1	1	0.056444021	59.999994792	7067.485	8539.877		BIO	INSECT	
4	Spectrogram 1	1	0.056444021	59.999994792	7067.485	8539.877	7500.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	59.999994792	9644.172	10748.466		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.999994792	9644.172	10748.466	10125.000	BIO	INSECT	
6	Waveform 1	1	0.790216300	54.468480690	10822.086	12883.436		BIO	INSECT	
6	Spectrogram 1	1	0.790216300	54.468480690	10822.086	12883.436	11625.000	BIO	INSECT	
7	Waveform 1	1	0.000000000	59.943550770	2134.969	2723.926		BIO	INSECT	
7	Spectrogram 1	1	0.000000000	59.943550770	2134.969	2723.926	2250.000	BIO	INSECT	
8	Waveform 1	1	0.000000000	59.999994792	0.000	1030.675		ANT	TRAMOT	
8	Spectrogram 1	1	0.000000000	59.999994792	0.000	1030.675	0.000	ANT	TRAMOT	
9	Waveform 1	1	4.289745630	53.904040476	14871.166	19730.061		BIO	INSECT	
9	Spectrogram 1	1	4.289745630	53.904040476	14871.166	19730.061	18000.000	BIO	INSECT	
10	Waveform 1	1	0.846660322	49.896514954	14944.785	20834.356		BIO	INSECT	
10	Spectrogram 1	1	0.846660322	49.896514954	14944.785	20834.356	18375.000	BIO	INSECT	
11	Waveform 1	1	10.353215017	13.780061310	29129.548	53837.647		BIO	MURCIE	MOL_SP
11	Spectrogram 1	1	10.353215017	13.780061310	29129.548	53837.647	34875.000	BIO	MURCIE	MOL_SP
12	Waveform 1	1	18.597780404	22.433509412	41353.555	51496.880		BIO	MURCIE	
12	Spectrogram 1	1	18.597780404	22.433509412	41353.555	51496.880	45375.000	BIO	MURCIE	
13	Waveform 1	1	28.533221928	29.328676404	40833.385	52017.051		BIO	MURCIE	
13	Spectrogram 1	1	28.533221928	29.328676404	40833.385	52017.051	46125.000	BIO	MURCIE	
14	Waveform 1	1	41.530654136	54.507271959	39012.788	50196.454		BIO	MURCIE	
14	Spectrogram 1	1	41.530654136	54.507271959	39012.788	50196.454	45375.000	BIO	MURCIE	
