Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	6.716838551	59.887106749	28370.607	36651.757		BIO	INSECT	
1	Spectrogram 1	1	6.716838551	59.887106749	28370.607	36651.757	32250.000	BIO	INSECT	
2	Waveform 1	1	27.036686270	27.883346592	21316.294	24536.741		BIO	INSECT	
2	Spectrogram 1	1	27.036686270	27.883346592	21316.294	24536.741	22875.000	BIO	INSECT	
3	Waveform 1	1	2.031984772	58.927558384	9047.923	30057.508		BIO	INSECT	
3	Spectrogram 1	1	2.031984772	58.927558384	9047.923	30057.508	20625.000	BIO	INSECT	
4	Waveform 1	1	47.864530182	48.824078546	3067.093	45699.681		BIO	INSECT	
4	Spectrogram 1	1	47.864530182	48.824078546	3067.093	45699.681	19875.000	BIO	INSECT	
5	Waveform 1	1	0.451552172	59.266222513	1686.901	7974.441		BIO	AVEVOC	PITSUL
5	Spectrogram 1	1	0.451552172	59.266222513	1686.901	7974.441	3750.000	BIO	AVEVOC	PITSUL
6	Waveform 1	1	0.000000000	59.999994792	0.000	1073.482		ANT	TRAMOT	
6	Spectrogram 1	1	0.000000000	59.999994792	0.000	1073.482	0.000	ANT	TRAMOT	
7	Waveform 1	1	0.000000000	59.999994792	7744.409	9047.923		BIO	INSECT	
7	Spectrogram 1	1	0.000000000	59.999994792	7744.409	9047.923	8625.000	BIO	INSECT	
