Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Descripción
1	Waveform 1	1	0.227272708	53.295449919	21366.771	26783.699		BIO	INSECT	
1	Spectrogram 1	1	0.227272708	53.295449919	21366.771	26783.699	23250.000	BIO	INSECT	
2	Waveform 1	1	10.965908139	25.511361422	27987.461	31297.806		BIO	INSECT	
2	Spectrogram 1	1	10.965908139	25.511361422	27987.461	31297.806	28875.000	BIO	INSECT	
3	Waveform 1	1	0.000000000	59.999994792	11134.796	19862.069		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.999994792	11134.796	19862.069	16875.000	BIO	INSECT	
4	Waveform 1	1	0.000000000	59.999994792	2106.583	7824.451		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.999994792	2106.583	7824.451	5625.000	BIO	INSECT	
