sensor_name,ID_MUEST_PT,TASA_MUEST,RES_BITS,MICROFONO,REF_GRAB,FECHA_INI,FECHA_FIN,HORA_INI,HORA_FIN,NUM_GRAB,TASA_GRAB,ESTACIONAL,ALTURA,ACI_Q25,ACI_Q50,ACI_Q75,ADI_Q25,ADI_Q50,ADI_Q75,NDSI_Q25,NDSI_Q50,NDSI_Q75,BIO_Q25,BIO_Q50,BIO_Q75,AEI_Q25,AEI_Q50,AEI_Q75,NP_Q25,NP_Q50,NP_Q75,SC_Q25,SC_Q50,SC_Q75,HF_Q25,HF_Q50,HF_Q75,HT_Q25,HT_Q50,HT_Q75,ASU,BIOFONIA,GEOFONIA,ANTROPOFONIA
G001,ANH_274,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-04-26,2022-05-15,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T3,1.5,305.2578490633684,309.08001307795706,315.48702746177037,3.0343431316902394,3.0447027782321725,3.0567450120380486,0.569738085825602,0.7638692634317932,0.8752972639377805,33.07740664527755,45.28510961648297,81.06417619633882,0.6357219103492325,0.6871402024292133,0.7830453005060275,6.75,20.0,45.0,0.008631849080088076,0.0356575650065511,0.12368922721110548,0.662232232187432,0.7212429347029017,0.8195622915170017,0.9380188892700408,0.9782587392653134,0.9879733609563561,0.4443359375,,,
G002,ANH_284,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-04-17,2022-05-06,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T3,1.5,303.71282884925233,308.7091246734195,314.8969872633909,3.0389518839784935,3.058899658783242,3.0735135119526973,0.3385174839433094,0.6688062814526883,0.8729927075448365,21.544052459324824,42.508483690028214,62.57270323640557,0.6767505490077852,0.7411513725587022,0.7991217989293962,5.0,14.0,34.0,0.0007805418691224,0.010088481806731501,0.04464931119146698,0.7104375877088097,0.794689827164444,0.8517540747375253,0.9256144247369739,0.9604061074693035,0.9791861499396535,0.4104817708333333,,,
G003,ANH_089,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-04-29,2022-05-18,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T3,1.5,305.4205146908175,310.93566681196876,324.58744681969415,3.028719502400492,3.0584810475066044,3.081009077911129,-0.2849434676068394,0.3624697803750997,0.8523877620586364,9.578799973305214,15.142993117622872,27.8266171270852,0.5233939219289196,0.7226433959675833,0.837786853564445,1.0,4.0,9.0,8.740670426903084e-07,0.00022419819644999998,0.008232837475099975,0.5918622875794186,0.7834909221103004,0.8730641847194258,0.8988970778219761,0.9594765374585021,0.986902744757621,0.3590494791666667,,,
G004,ANH_257,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-04-29,2022-05-18,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T3,1.5,302.9973455961832,306.7224814570608,315.088367359388,3.0496029487741865,3.069484207639266,3.0816114310137035,0.7935280115331539,0.9364906288688137,0.9827270993282087,22.422171221088036,43.3878880827162,66.06466958522455,0.6769094289689672,0.7599320563743512,0.8248702582963409,8.0,26.0,53.0,0.011858904601700726,0.0447574769879999,0.15600741908105833,0.7211556200847262,0.8218935411523032,0.8653999464242068,0.9244662050156938,0.9660962926180183,0.9860827434310446,0.6227213541666666,,,
G005,ANH_324,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-04-27,2022-05-16,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T3,1.5,304.5378497486516,308.5394015845283,315.7820435414631,3.0158615796795782,3.0314197817718602,3.038654639102987,-0.9286271335284282,-0.4583805727155371,0.08886240323446372,7.081729210351751,18.137784750380508,38.897147840819684,0.24578790042807533,0.39423641817599436,0.5156524520558823,3.0,7.0,11.0,5.856249186025067e-05,0.00533705336266695,0.0161649958875145,0.28046200768066304,0.4079140458532536,0.5325712436600297,0.9334019879244269,0.9737108142301203,0.981991965915543,0.19596354166666666,,,
G006,ANH_390,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-04-20,2022-05-09,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T3,1.5,302.7068681963078,305.9407191142915,313.0610434383938,3.0130671863859915,3.0309109728281687,3.0441388263616127,-0.25399012425671136,0.3333652061404776,0.7596221310411972,16.425656121283588,28.104221457857864,49.76945456571778,0.6278384213288748,0.686523014233846,0.7342144335632212,6.0,16.0,28.0,0.0018294223203508,0.01149747787954825,0.0491225677991953,0.6665097754369417,0.724050831061368,0.7804213921434096,0.9132714571333207,0.9567229470147639,0.9832134778493611,0.18782552083333334,,,
G007,ANH_232,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-04-22,2022-05-11,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T3,1.5,305.17229533379293,309.04128223912113,314.61918619765294,3.0500668366446804,3.0654989641553545,3.077550339616754,0.13448948180305742,0.38548495603747424,0.5506156127516846,12.543528706590786,22.799954295722472,38.89052852418473,0.7108243910079513,0.7696010894567462,0.8197851778400649,5.0,18.0,36.0,0.000930881400465125,0.01359217954735555,0.030134990914072998,0.7454119222673468,0.8094130528804122,0.8738167048964671,0.9321996659447601,0.9678192786011006,0.9844639918312882,0.3102213541666667,,,
G008,ANH_291,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-04-23,2022-05-12,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T3,1.5,300.37710745383424,303.36751409987767,309.6684502390576,3.0201777315942353,3.03189543874586,3.040835896766686,0.6391410344734278,0.8481083633855127,0.9225033973387935,36.56394151542005,47.535882661170064,58.65753122778443,0.6083348718411437,0.6724520469653754,0.7195926009265388,11.0,18.0,25.0,0.025430325056792477,0.04228168208957955,0.06695637618796632,0.6201859248715664,0.6874604079892259,0.7382981963822667,0.9741383115829195,0.9883868077406162,0.9922399680622849,0.3199869791666667,,,
G010,ANH_062,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-04-20,2022-05-09,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T3,1.5,299.98753930255947,301.6139428867989,306.2834007472362,3.043552682478148,3.072425960644195,3.0853484714476753,0.046559007563500475,0.3459038931488426,0.7766221851133767,8.878637200938067,14.130792335346694,25.807239678645935,0.6460315785099032,0.7839759706214096,0.8682122301354572,0.0,1.0,6.0,0.0,2.4473877195328637e-05,0.001264119460490825,0.6750785693689554,0.801223728519327,0.8782095225699311,0.9626650160313948,0.9892920354583337,0.9948279921426504,0.17057291666666666,,,
G011,ANH_211,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-04-30,2022-05-19,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T3,1.5,304.0114112122531,308.76227872667107,318.82797785778524,3.049963585411273,3.0639756136294265,3.0778162741444746,0.772015003149257,0.9462036275188126,0.9845486644133106,19.459108313445704,34.28410931317511,48.002218304967585,0.6881112360760063,0.7658714121135473,0.8242208850795767,3.0,10.0,39.0,0.001602383406011975,0.02205358555411915,0.07617690942130641,0.7362115946033703,0.8151306342688039,0.8614178268457033,0.9291893316623575,0.9668702361309389,0.9889270262058744,0.4488932291666667,,,
