Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.395108150	59.999994792	3220.447	4293.930		BIO	INSECT	
1	Spectrogram 1	1	0.395108150	59.999994792	3220.447	4293.930	3750.000	BIO	INSECT	
2	Waveform 1	1	0.000000000	59.999994792	4447.284	5290.735		BIO	INSECT	
2	Spectrogram 1	1	0.000000000	59.999994792	4447.284	5290.735	5250.000	BIO	INSECT	
3	Waveform 1	1	0.000000000	59.999994792	5290.735	5789.137		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.999994792	5290.735	5789.137	5625.000	BIO	INSECT	
4	Waveform 1	1	0.000000000	59.999994792	6172.524	6824.281		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.999994792	6172.524	6824.281	6375.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	59.999994792	6862.620	7552.716		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.999994792	6862.620	7552.716	7500.000	BIO	INSECT	
6	Waveform 1	1	0.000000000	59.999994792	7591.054	8396.166		BIO	INSECT	
6	Spectrogram 1	1	0.000000000	59.999994792	7591.054	8396.166	7875.000	BIO	INSECT	
7	Waveform 1	1	0.846660322	59.999994792	10198.083	10773.163		BIO	INSECT	
7	Spectrogram 1	1	0.846660322	59.999994792	10198.083	10773.163	10500.000	BIO	INSECT	
8	Waveform 1	1	1.072436407	59.774218706	8549.521	9929.712		BIO	INSECT	
8	Spectrogram 1	1	1.072436407	59.774218706	8549.521	9929.712	9000.000	BIO	INSECT	
9	Waveform 1	1	42.050795973	59.999994792	2722.045	3182.109		BIO	INSECT	
9	Spectrogram 1	1	42.050795973	59.999994792	2722.045	3182.109	3000.000	BIO	INSECT	
10	Waveform 1	1	0.395108150	59.999994792	0.000	1035.144		ANT	TRAMOT	
10	Spectrogram 1	1	0.395108150	59.999994792	0.000	1035.144	0.000	ANT	TRAMOT	
11	Waveform 1	1	15.973658068	17.271870561	996.805	1801.917		BIO	AVEVOC	NYCALB
11	Spectrogram 1	1	15.973658068	17.271870561	996.805	1801.917	1500.000	BIO	AVEVOC	NYCALB
12	Waveform 1	1	20.094071633	57.798677955	11118.211	12268.371		BIO	INSECT	
12	Spectrogram 1	1	20.094071633	57.798677955	11118.211	12268.371	11625.000	BIO	INSECT	
13	Waveform 1	1	2.088428793	57.629345891	10964.038	24535.923		BIO	INSECT	
13	Spectrogram 1	1	2.088428793	57.629345891	10964.038	24535.923	18375.000	BIO	INSECT	
14	Waveform 1	1	2.427092922	51.476947554	21698.862	23615.795		BIO	INSECT	
14	Spectrogram 1	1	2.427092922	51.476947554	21698.862	23615.795	22500.000	BIO	INSECT	
15	Waveform 1	1	2.709313029	58.814670341	17404.933	20472.025		BIO	INSECT	
15	Spectrogram 1	1	2.709313029	58.814670341	17404.933	20472.025	18750.000	BIO	INSECT	
16	Waveform 1	1	0.000000000	59.999994792	17098.223	20011.961		BIO	INSECT	
16	Spectrogram 1	1	0.000000000	59.999994792	17098.223	20011.961	18750.000	BIO	INSECT	
