Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Spectrogram 1	1	24.778925413	44.477888895	10121.406	29444.089	16359.375	BIO	INSECT	
2	Spectrogram 1	1	1.693320643	57.572901870	17175.719	26683.706	20718.750	BIO	INSECT	
3	Spectrogram 1	1	0.507996193	59.999994792	17329.073	18095.847	17765.625	BIO	INSECT	
4	Spectrogram 1	1	1.411100536	45.268105196	13725.240	16025.559	15328.125	BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.999994792	11348.243	12191.693	11812.500	BIO	INSECT	
6	Spectrogram 1	1	1.523988579	48.541858439	6747.604	7821.086	7406.250	BIO	INSECT	
7	Spectrogram 1	1	0.000000000	59.999994792	5597.444	6210.863	5906.250	BIO	INSECT	
9	Spectrogram 1	1	0.000000000	59.943550770	4830.671	5520.767	5109.375	BIO	INSECT	
10	Spectrogram 1	1	0.000000000	59.999994792	3297.125	4140.575	3796.875	BIO	INSECT	
8	Spectrogram 1	1	0.338664129	59.999994792	0.000	1380.192	46.875	ANT	TRAMOT	
11	Spectrogram 1	1	0.000000000	59.999994792	4447.284	4907.348	4593.750	BIO	INSECT	
