Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.487804836	59.999994792	314.136	628.272		BIO	AVEVOC	COLTAL
1	Spectrogram 1	1	0.487804836	59.999994792	314.136	628.272	375.000	BIO	AVEVOC	COLTAL
2	Waveform 1	1	31.853655772	38.439021054	1821.990	3267.016		BIO	AVEVOC	
2	Spectrogram 1	1	31.853655772	38.439021054	1821.990	3267.016	2625.000	BIO	AVEVOC	
3	Waveform 1	1	14.487803620	31.073168034	1759.162	3141.361		BIO	AVEVOC	
3	Spectrogram 1	1	14.487803620	31.073168034	1759.162	3141.361	2250.000	BIO	AVEVOC	
4	Waveform 1	1	0.000000000	13.853657334	1130.890	5780.105		BIO	AVEVOC	PSITTA
4	Spectrogram 1	1	0.000000000	13.853657334	1130.890	5780.105	3750.000	BIO	AVEVOC	PSITTA
5	Waveform 1	1	39.853655077	40.390240396	1445.026	14575.916		BIO	AVEVOC	PITSUL
5	Spectrogram 1	1	39.853655077	40.390240396	1445.026	14575.916	7125.000	BIO	AVEVOC	PITSUL
6	Waveform 1	1	0.439024352	8.097560273	565.445	2136.126		BIO	AVEVOC	CAMGRY
6	Spectrogram 1	1	0.439024352	8.097560273	565.445	2136.126	1500.000	BIO	AVEVOC	CAMGRY
7	Waveform 1	1	0.000000000	59.999994792	0.000	5780.105		BIO	AVEVOC	
7	Spectrogram 1	1	0.000000000	59.999994792	0.000	5780.105	0.000	BIO	AVEVOC	
8	Waveform 1	1	53.414629510	59.999994792	879.581	2387.435		BIO	AVEVOC	CAMGRY
8	Spectrogram 1	1	53.414629510	59.999994792	879.581	2387.435	1875.000	BIO	AVEVOC	CAMGRY
9	Waveform 1	1	0.000000000	59.999994792	5905.759	6659.686		BIO	INSECT	
9	Spectrogram 1	1	0.000000000	59.999994792	5905.759	6659.686	6375.000	BIO	INSECT	
10	Waveform 1	1	0.000000000	59.999994792	8984.293	10240.838		BIO	INSECT	
10	Spectrogram 1	1	0.000000000	59.999994792	8984.293	10240.838	9375.000	BIO	INSECT	
11	Waveform 1	1	0.000000000	59.999994792	6596.859	8921.466		BIO	INSECT	
11	Spectrogram 1	1	0.000000000	59.999994792	6596.859	8921.466	7500.000	BIO	INSECT	
12	Waveform 1	1	0.390243869	59.999994792	15646.037	24567.503		BIO	INSECT	
12	Spectrogram 1	1	0.390243869	59.999994792	15646.037	24567.503	19875.000	BIO	INSECT	
