Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.999994792	0.000	766.773		ANT	TRAMOT	
1	Spectrogram 1	1	0.000000000	59.999994792	0.000	766.773	375.000	ANT	TRAMOT	
2	Waveform 1	1	32.737532436	50.799619297	3067.093	3450.479		BIO	INSECT	
2	Spectrogram 1	1	32.737532436	50.799619297	3067.093	3450.479	3375.000	BIO	INSECT	
3	Waveform 1	1	0.000000000	59.999994792	3680.511	4217.252		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.999994792	3680.511	4217.252	4125.000	BIO	INSECT	
4	Waveform 1	1	0.000000000	26.020693884	4907.348	5367.412		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	26.020693884	4907.348	5367.412	5250.000	BIO	INSECT	
5	Waveform 1	1	1.693320643	48.880522568	6210.863	7207.668		BIO	INSECT	
5	Spectrogram 1	1	1.693320643	48.880522568	6210.863	7207.668	7125.000	BIO	INSECT	
6	Waveform 1	1	0.451552172	59.999994792	7361.022	8051.118		BIO	INSECT	
6	Spectrogram 1	1	0.451552172	59.999994792	7361.022	8051.118	7875.000	BIO	INSECT	
7	Waveform 1	1	50.122291040	59.999994792	5980.831	7130.990		BIO	INSECT	
7	Spectrogram 1	1	50.122291040	59.999994792	5980.831	7130.990	7125.000	BIO	INSECT	
8	Waveform 1	1	0.000000000	59.999994792	8127.796	9201.278		BIO	INSECT	
8	Spectrogram 1	1	0.000000000	59.999994792	8127.796	9201.278	8250.000	BIO	INSECT	
9	Waveform 1	1	0.000000000	59.999994792	11884.581	24919.725		BIO	INSECT	
9	Spectrogram 1	1	0.000000000	59.999994792	11884.581	24919.725	21750.000	BIO	INSECT	
10	Waveform 1	1	1.354656515	59.999994792	21699.278	22772.760		BIO	INSECT	
10	Spectrogram 1	1	1.354656515	59.999994792	21699.278	22772.760	22125.000	BIO	INSECT	
11	Waveform 1	1	0.000000000	36.480278499	25562.354	39763.662		BIO	INSECT	
11	Spectrogram 1	1	0.000000000	36.480278499	25562.354	39763.662	32625.000	BIO	INSECT	
12	Waveform 1	1	53.434769167	59.943365111	25278.328	37775.479		BIO	INSECT	
12	Spectrogram 1	1	53.434769167	59.943365111	25278.328	37775.479	31125.000	BIO	INSECT	
