Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.338664129	6.378174423	2453.674	3143.770		BIO	INSECT	
1	Spectrogram 1	1	0.338664129	6.378174423	2453.674	3143.770	3000.000	BIO	INSECT	
2	Waveform 1	1	0.000000000	59.999994792	0.000	1073.482		ANT	TRAMOT	
2	Spectrogram 1	1	0.000000000	59.999994792	0.000	1073.482	375.000	ANT	TRAMOT	
3	Waveform 1	1	0.000000000	59.999994792	3450.479	3910.543		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.999994792	3450.479	3910.543	3750.000	BIO	INSECT	
4	Waveform 1	1	0.620884236	58.871114363	6134.185	7744.409		BIO	INSECT	
4	Spectrogram 1	1	0.620884236	58.871114363	6134.185	7744.409	7125.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	59.999994792	6134.185	8204.473		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.999994792	6134.185	8204.473	7125.000	BIO	INSECT	
6	Waveform 1	1	2.878645093	58.871114363	13035.144	15028.754		BIO	INSECT	
6	Spectrogram 1	1	2.878645093	58.871114363	13035.144	15028.754	14625.000	BIO	INSECT	
7	Waveform 1	1	0.959548364	1.862652708	9738.019	23156.550		BIO	INSECT	
7	Spectrogram 1	1	0.959548364	1.862652708	9738.019	23156.550	18000.000	BIO	INSECT	
8	Waveform 1	1	49.106298654	49.952958975	10044.728	26596.474		BIO	INSECT	
8	Spectrogram 1	1	49.106298654	49.952958975	10044.728	26596.474	17625.000	BIO	INSECT	
9	Waveform 1	1	55.089364926	58.871114363	10187.528	26749.828		BIO	INSECT	
9	Spectrogram 1	1	55.089364926	58.871114363	10187.528	26749.828	18000.000	BIO	INSECT	
