Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.999994792	2482.759	3310.345		BIO	INDETE	
1	Spectrogram 1	1	0.000000000	59.999994792	2482.759	3310.345	3000.000	BIO	INDETE	
2	Waveform 1	1	0.000000000	59.999994792	4288.401	7147.335		BIO	INSECT	
2	Spectrogram 1	1	0.000000000	59.999994792	4288.401	7147.335	6000.000	BIO	INSECT	
3	Waveform 1	1	0.000000000	59.999994792	7448.276	10307.210		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.999994792	7448.276	10307.210	7500.000	BIO	INSECT	
4	Waveform 1	1	0.397727238	59.999994792	11962.382	17830.721		BIO	INSECT	
4	Spectrogram 1	1	0.397727238	59.999994792	11962.382	17830.721	15000.000	BIO	INSECT	
6	Waveform 1	1	20.511361856	21.136361802	18187.501	30300.354		BIO	INSECT	
6	Spectrogram 1	1	20.511361856	21.136361802	18187.501	30300.354	22125.000	BIO	INSECT	
7	Waveform 1	1	40.454541943	41.079541889	18638.912	28419.476		BIO	INSECT	
7	Spectrogram 1	1	40.454541943	41.079541889	18638.912	28419.476	21375.000	BIO	INSECT	
8	Waveform 1	1	0.000000000	40.503586658	33941.125	46283.353		BIO	INSECT	
8	Spectrogram 1	1	0.000000000	40.503586658	33941.125	46283.353	38250.000	BIO	INSECT	
9	Waveform 1	1	42.436862769	59.995281174	34653.177	44859.250		BIO	INSECT	
9	Spectrogram 1	1	42.436862769	59.995281174	34653.177	44859.250	38250.000	BIO	INSECT	
