sensor_name,ID_MUEST_PT,TASA_MUEST,RES_BITS,MICROFONO,REF_GRAB,FECHA_INI,FECHA_FIN,HORA_INI,HORA_FIN,NUM_GRAB,TASA_GRAB,ESTACIONAL,ALTURA,ACI_Q25,ACI_Q50,ACI_Q75,ADI_Q25,ADI_Q50,ADI_Q75,NDSI_Q25,NDSI_Q50,NDSI_Q75,BIO_Q25,BIO_Q50,BIO_Q75,AEI_Q25,AEI_Q50,AEI_Q75,NP_Q25,NP_Q50,NP_Q75,SC_Q25,SC_Q50,SC_Q75,HF_Q25,HF_Q50,HF_Q75,HT_Q25,HT_Q50,HT_Q75,ASU,BIOFONIA,GEOFONIA,ANTROPOFONIA
G014,ANH_121,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-06-01,2022-06-20,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T4,1.5,300.57601043214447,302.6716418289252,306.95222621007713,3.0077089945404674,3.0208902599454412,3.031744258650348,-0.8001869929438994,-0.5771915657336772,-0.30993620653011356,31.489707870776947,45.56948238398539,60.47706312372548,0.29924498346903716,0.3832754399126739,0.46889206749592316,7.0,12.0,18.0,0.02188707578248665,0.0388352357402517,0.0708490337625876,0.3042081240435564,0.3893151315206539,0.4767094731820487,0.9810986917750024,0.9847882318456177,0.9881662023376769,0.2942708333333333,,,
G015,ANH_327,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-06-14,2022-07-03,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T4,1.5,307.8864924148842,313.3187640699497,321.1950756753738,3.0382463429386646,3.0544311231128054,3.0674980056419208,0.8227717997377846,0.9457049868522752,0.9804835130909306,27.949544519523677,40.77835823976572,64.27684833010318,0.550775452794539,0.6490773411550046,0.7398469811578114,6.0,11.0,39.0,0.013100079802320926,0.026882368931461703,0.1119614326658083,0.5718235655908027,0.6737018946413066,0.7790751321192241,0.9478606150310158,0.972904340247458,0.9868144594098537,0.5361328125,,,
G017,ANH_058,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-06-18,2022-07-07,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T4,1.5,307.50814750779404,313.09076416468156,324.60994284459224,3.042737270696648,3.059244248515979,3.0776618327273026,0.5352557837752686,0.7287452486224816,0.8895188244744215,21.056320714399597,36.92483805155079,66.35355056752914,0.6388693973208519,0.6930683104192918,0.7549864818172914,9.0,24.0,37.0,0.0029764167971211,0.055896587380045146,0.0876225988285753,0.6619684471859595,0.7454038643866004,0.8103497095941486,0.9169216581479878,0.9592925500671936,0.9818973647569952,0.3502604166666667,,,
G018,ANH_182,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-06-11,2022-06-30,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T4,1.5,304.2071660219557,308.7427694830734,318.02039752522103,3.032455624920383,3.0470254359502276,3.060645313974639,0.34508816235009143,0.5682738918519963,0.785736840806897,11.266546243083193,22.207854138168543,44.94584344147042,0.5701181737579656,0.7069629790080134,0.8238929262189687,3.0,9.0,16.25,0.000226164847296025,0.0067613456087308,0.028495241141986025,0.6066797710347351,0.7731367536792778,0.8936375393238747,0.9257224707781175,0.9686468477695935,0.9820683882349344,0.23274739583333334,,,
G019,ANH_222,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-06-14,2022-07-03,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T4,1.5,301.99873904678697,306.3480776526619,312.15456309665774,3.033139565421402,3.0476400460659985,3.062580324595101,0.7282846301941117,0.8920885439954753,0.9383324290685346,27.565760547474444,40.88677092577651,64.69076125126561,0.6072422367447958,0.6665928849584363,0.7266235844133667,9.0,16.0,25.0,0.0099328978731326,0.028474919083243497,0.06722362218626887,0.6327742474490664,0.6936387087753395,0.7568873353538794,0.9487580944285194,0.9756253390590064,0.9876511569658234,0.4791666666666667,,,
G020,ANH_077,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-06-15,2022-07-04,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T4,1.5,303.5549768179556,306.7888717543517,312.68540560034853,3.0431504010273573,3.0555676355284014,3.069201102732967,0.4315408747739517,0.6033728414882124,0.7381288065687293,16.46193744528911,35.649699224020196,65.52042651353392,0.6604392516208255,0.7134831323360494,0.777135840609029,3.0,13.0,22.0,0.0007905936401133,0.017754923838168152,0.047201149922601326,0.6851299287427071,0.7399678659892315,0.8177854843044329,0.9496477304242228,0.9784765089689532,0.9872930808963365,0.2763671875,,,
G021,ANH_217,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-06-11,2022-06-30,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T4,1.5,306.17274869760456,311.0733974558416,318.94227524316403,3.0253053569397874,3.0396857398015573,3.054518657897613,0.45032322222051785,0.7065820545043313,0.8877077792427219,16.27675294832509,33.92298224176643,65.85675133615887,0.5998816484933687,0.6683029718029362,0.7464991677942217,5.0,19.0,35.0,0.00081441196702665,0.0246102316539883,0.0505232602351065,0.6498939401380033,0.7316482655777403,0.816309326119381,0.8953843821583285,0.9487576288876707,0.9708659011751619,0.3916015625,,,
G022,ANH_235,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-06-11,2022-06-30,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T4,1.5,304.71356411820415,311.77138244974617,320.13386295630175,3.0203000520787726,3.0340111607773084,3.0429998377815646,0.4335688700492395,0.7375710351651437,0.9660210174566337,34.21528780372067,58.884742922018354,72.73079357535998,0.6636823927090372,0.7228046094856735,0.770581117861943,12.0,21.0,34.0,0.021855609368949775,0.040690443038361904,0.08429371449648924,0.6923891598848289,0.7643353213564537,0.8125486447427819,0.9303843679137301,0.9630786565089555,0.9812474975214924,0.3509114583333333,,,
G023,ANH_252,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-06-13,2022-07-02,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T4,1.5,304.12116832808965,306.988802772103,313.1057884068522,3.039612886788545,3.061114869768701,3.0778600158328193,0.43607649867774834,0.8128823604758628,0.9519008323380206,20.367479952410065,41.80558532113664,61.396136291488126,0.6788414333640689,0.7378891730916672,0.8009779336773232,6.0,15.0,32.0,0.00154185426330565,0.0182430902815107,0.04798977691186865,0.7197232230186873,0.7802770596554958,0.8527216946860172,0.9251514304260838,0.957482380526976,0.9735814808057479,0.353515625,,,
G024,ANH_238,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-06-12,2022-07-01,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T4,1.5,300.25323922299106,301.6060486989919,304.1812138127037,2.984343753553161,3.0326841839411753,3.0515449381470834,-0.9047552263527213,-0.3172014589170714,0.22852557563354908,9.964849202297373,19.65848762244883,27.56401621691624,0.26710060179812,0.6082039709041831,0.7333432064284227,2.0,4.0,7.0,3.496268170761233e-06,0.0001783096767088,0.000866855989588025,0.32394236864957754,0.6302080520456863,0.7467075646688086,0.9299101636671393,0.9850504811446904,0.9916813500963864,0.07975260416666667,,,
G025,ANH_192,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-06-15,2022-07-04,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T4,1.5,299.9267685319655,304.46574907956494,309.73951306653066,3.0495925640958834,3.0627831187863803,3.074158782521138,0.8963468517542301,0.9500421789005817,0.9755534178303586,57.62670559538894,68.9747037042131,90.33139019434401,0.690881774390042,0.7206090956272797,0.7708257625167247,23.0,31.0,47.0,0.11393857231637372,0.1617911207025401,0.22475257347189043,0.6969806601823777,0.7295454828417012,0.7836251081839403,0.9895319937795792,0.9933163202317069,0.9945793187934601,0.6708984375,,,
G026,ANH_081,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-06-16,2022-07-05,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T4,1.5,301.56347735295174,307.8745428081367,317.2777919019485,2.965646516233842,3.004456298814871,3.0247685564400126,-0.4239424457646112,0.6929352557000427,0.8924335594461781,19.988729834861857,41.42840410433628,65.15562370394625,0.4501056668932543,0.5875573454740566,0.6444029164853862,9.0,16.0,24.0,0.00841879523843235,0.0372230190800094,0.08074412823612395,0.49995770329091704,0.6158623511748477,0.6689499319630559,0.8882086688240549,0.9688568760242751,0.98696801611586,0.2815755208333333,,,
G027,ANH_282,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-06-17,2022-07-06,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T4,1.5,301.3191447801386,309.5085546882725,323.12014731162606,3.0359977416577753,3.047905982264563,3.06089278695398,0.8284184759047386,0.9677708175916684,0.9875266366271107,21.591463141564347,39.5773700887208,51.03688777894358,0.4962622741659191,0.5487945206626961,0.6008354218451302,6.0,11.0,20.0,0.008522372182991126,0.030278119392313597,0.050109170973631975,0.522255524061519,0.5767794437944319,0.6438350779093169,0.9122296729397984,0.9700196193229194,0.9838721612292504,0.4739583333333333,,,
G030,ANH_248,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-06-14,2022-07-03,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T4,1.5,305.07770391472536,310.8596752391693,319.2286617319088,3.067184831624624,3.079340801928275,3.086599924405653,0.6656621054024388,0.9238569258611681,0.990075687988138,28.2936867026362,48.36606034072443,63.74954855479723,0.7503050748684426,0.8034055918496282,0.8327952916132075,10.0,35.0,55.0,0.004591911208773475,0.035925029521614305,0.3271431905370006,0.8190501338757665,0.845299857311852,0.875596614741115,0.9141332772319138,0.9613190507764144,0.9829647031784197,0.6380208333333334,,,
G031,ANH_069,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-06-14,2022-07-03,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T4,1.5,300.16750359083073,301.6247099950582,306.09879023667764,3.048395386640444,3.0780925688970546,3.0892163563154895,-0.018078749884917353,0.08173389818376205,0.639017903537213,4.145803908313791,6.1548189732862095,18.145341312346208,0.6631102759471046,0.8456297173433531,0.8797360299659162,0.0,1.0,7.0,0.0,6.118469298832158e-06,0.001709238101980875,0.7224969639444931,0.876077900759286,0.8853095656717817,0.9504888476633391,0.9894418409272376,0.9965934605053203,0.21907552083333334,,,
G033,ANH_159,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-06-11,2022-06-30,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T4,1.5,304.14042755160415,307.3250485226088,312.00831680494883,3.0423743509875782,3.05677209333718,3.07321972936583,0.44867203947865686,0.695090608781687,0.8500216052879701,20.81379015940278,40.987117105121456,57.685829717724424,0.7376598068200291,0.7953935094884079,0.8405471527443871,7.0,14.0,25.0,0.002977509380924525,0.0089312170422095,0.02689395031977735,0.7730327056733857,0.8413823956510273,0.8906014300903085,0.9346346055539063,0.9706785169315835,0.9843588858367289,0.3583984375,,,
G035,ANH_334,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-06-14,2022-07-03,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T4,1.5,311.7062054532622,319.15783975559884,331.36533039818636,3.0630551503810217,3.080066575532805,3.0878240420843976,0.5407709121297775,0.705900021978402,0.8952896828749318,11.244324505293527,17.04754749751799,31.301099428426312,0.6572300097971631,0.8234984124966707,0.9018108140024159,12.0,23.0,46.0,0.012051854901374625,0.03958256306175195,0.18389059477640057,0.6807198844230915,0.8419132950567867,0.9315303952212208,0.9617459546363571,0.9738022937861197,0.9850048749509606,0.6985677083333334,,,
G036,ANH_289,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-06-13,2022-07-02,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T4,1.5,306.212449561453,315.3549285741469,332.4765504725797,3.020119744640974,3.038363918498537,3.061122503366933,-0.21945882281515297,0.5368658150658008,0.810353353174767,18.72679182189692,32.70816818109421,52.30043645562167,0.554921061721879,0.6433119525809692,0.6957735187270255,11.0,32.0,46.0,0.006844381977786425,0.039395949748137496,0.061864935664295274,0.6091699941461476,0.735931689481753,0.7765636776211888,0.8584544834777237,0.9123926971189442,0.9506349843347688,0.5406901041666666,,,
G037,ANH_228,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-06-13,2022-07-02,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T4,1.5,303.34992728988624,306.4518653890764,310.94446524400394,3.055871502054952,3.0688979625634527,3.0770437994906543,0.6199486985805456,0.8244155467130608,0.910096377242589,24.55722757127276,38.329309052003616,83.7782638444101,0.7019278339331019,0.761543509165808,0.8191493357979105,6.0,25.0,61.25,0.005177536127375974,0.0450769484921032,0.2154448520510419,0.7240724977470809,0.787057139112033,0.8438297381837707,0.9587269517371433,0.9776961281689445,0.9864975412203615,0.4931640625,,,
