Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.439024352	17.756096020	2575.916	3392.670				
1	Spectrogram 1	1	0.439024352	17.756096020	2575.916	3392.670	3375.000			
2	Waveform 1	1	0.000000000	59.999994792	3392.670	4146.597		BIO	INSECT	
2	Spectrogram 1	1	0.000000000	59.999994792	3392.670	4146.597	3750.000	BIO	INSECT	
3	Waveform 1	1	0.000000000	59.999994792	4397.906	5340.314		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.999994792	4397.906	5340.314	4875.000	BIO	INSECT	
4	Waveform 1	1	0.000000000	59.999994792	5905.759	6471.204		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.999994792	5905.759	6471.204	6375.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	59.999994792	6722.513	8481.675		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.999994792	6722.513	8481.675	7125.000	BIO	INSECT	
6	Waveform 1	1	0.000000000	3.268292399	10296.454	23804.308		BIO	INSECT	
6	Spectrogram 1	1	0.000000000	3.268292399	10296.454	23804.308	18000.000	BIO	INSECT	
7	Waveform 1	1	0.000000000	59.999994792	8788.601	10170.800		BIO	INSECT	
7	Spectrogram 1	1	0.000000000	59.999994792	8788.601	10170.800	9750.000	BIO	INSECT	
8	Waveform 1	1	4.487804488	12.926828146	10296.454	27762.423		BIO	INSECT	
8	Spectrogram 1	1	4.487804488	12.926828146	10296.454	27762.423	20250.000	BIO	INSECT	
9	Waveform 1	1	0.000000000	59.999994792	14505.878	15511.114		BIO	INSECT	
9	Spectrogram 1	1	0.000000000	59.999994792	14505.878	15511.114	15000.000	BIO	INSECT	
10	Waveform 1	1	0.000000000	59.999994792	0.000	2764.398		BIO	HERPET	
10	Spectrogram 1	1	0.000000000	59.999994792	0.000	2764.398	1500.000	BIO	HERPET	
11	Waveform 1	1	0.738636300	59.541599929	33333.333	45333.333		BIO	INSECT	
11	Spectrogram 1	1	0.738636300	59.541599929	33333.333	45333.333	39750.000	BIO	INSECT	
