Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	2.370648901	30.253995492	9145.812	22762.911		BIO	INSECT	
1	Spectrogram 1	1	2.370648901	30.253995492	9145.812	22762.911	15750.000	BIO	INSECT	
2	Waveform 1	1	0.000000000	59.999994792	7976.048	8694.611		BIO	INSECT	
2	Spectrogram 1	1	0.000000000	59.999994792	7976.048	8694.611	8250.000	BIO	INSECT	
3	Waveform 1	1	0.000000000	59.999994792	6538.922	6898.204		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.999994792	6538.922	6898.204	6750.000	BIO	INSECT	
4	Waveform 1	1	47.808086160	59.661330663	6826.347	7544.910		BIO	INSECT	
4	Spectrogram 1	1	47.808086160	59.661330663	6826.347	7544.910	7500.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	59.999994792	4455.090	4958.084		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.999994792	4455.090	4958.084	4500.000	BIO	INSECT	
