ADI,ACI,NDSI,BI,Hf,Ht,H,SC,NP,fname,sensor_name,date
3.050724660749067,303.81762528075484,0.9424345679334486,49.33918028955827,0.5460219872735604,0.9652990318667443,0.5270744956931237,0.018493510489241544,10.0,G087_20220612_000000.WAV,G087,2022-06-12 00:00:00
3.0368898382362612,303.44714355807764,0.9236527848162059,50.82496965141119,0.5664786522218525,0.9673733856988136,0.5479963717259542,0.020265244384774797,10.0,G087_20220612_003000.WAV,G087,2022-06-12 00:30:00
3.0241998692873167,327.71897944667893,-0.36099458669853807,7.037183747345584,0.6887916751210529,0.9195935611520301,0.6334083894164412,0.015547904555375205,16.0,G087_20220612_010000.WAV,G087,2022-06-12 01:00:00
3.050937342290565,321.8651453908171,0.7361722193341543,29.615657222046394,0.6839342281101322,0.8869540426703594,0.6066182285429135,0.012027162507418643,10.0,G087_20220612_013000.WAV,G087,2022-06-12 01:30:00
3.0735300193701405,315.57299252343523,0.8849818766259079,37.07783300156191,0.666134996509134,0.9659493936039074,0.6434526959363389,0.014360921511401767,8.0,G087_20220612_020000.WAV,G087,2022-06-12 02:00:00
3.0710247322203634,315.0028888227811,0.8624596574893506,38.18002100633938,0.6428200336644915,0.9598741151162943,0.6170263109927303,0.014234181790211672,8.0,G087_20220612_023000.WAV,G087,2022-06-12 02:30:00
3.0727747020160705,309.2741531985812,0.8282282384992037,42.27981263703931,0.6697746961532125,0.987259480431093,0.6612414185301138,0.014406372997621663,9.0,G087_20220612_030000.WAV,G087,2022-06-12 03:00:00
3.0708262106630904,311.5743153481942,0.823147167518579,42.857568449320134,0.6788800360398504,0.9796505051625161,0.6650651702511865,0.009449538798524924,8.0,G087_20220612_033000.WAV,G087,2022-06-12 03:30:00
3.0558635439753563,308.7292209740857,0.8221675140024104,40.3167568605523,0.6397986835370899,0.9361023552865952,0.5989170545683329,0.011607610326927297,11.0,G087_20220612_040000.WAV,G087,2022-06-12 04:00:00
3.0519735860316595,305.3224152862522,0.7954980303600522,38.21982325828371,0.6221809394635703,0.9857495404945139,0.6133145751806595,0.012039399446016306,6.0,G087_20220612_043000.WAV,G087,2022-06-12 04:30:00
3.0390222453904094,314.58070568586743,0.7822556958623276,28.61807317303366,0.619570843182493,0.9768991340889163,0.6052582202117172,0.0050328780318107955,5.0,G087_20220612_050000.WAV,G087,2022-06-12 05:00:00
3.0416928248261796,312.61528169707606,0.7004172550060482,22.358400789070583,0.72413832005394,0.9586433723200185,0.6941904011626618,0.003033886705178061,7.0,G087_20220612_053000.WAV,G087,2022-06-12 05:30:00
3.0589501307495532,308.8996197981296,0.6778424690926304,17.51208158944319,0.7585190074769605,0.777422421254165,0.5896896833600448,0.00039507830329601936,1.0,G087_20220612_060000.WAV,G087,2022-06-12 06:00:00
3.0530824196074486,310.11703535389563,0.5322279971423385,11.697102276335679,0.8478556035089297,0.8910811903481191,0.75550818041806,7.34216315859859e-05,2.0,G087_20220612_063000.WAV,G087,2022-06-12 06:30:00
3.057150606624117,307.50542842307465,-0.003907777099031637,14.021983315252987,0.7522118131831244,0.8852432099090412,0.665890400033729,0.0006712834887861568,5.0,G087_20220612_070000.WAV,G087,2022-06-12 07:00:00
2.977290050107187,375.46687208639275,-0.6974963718949408,14.222859008456988,0.46674305613601763,0.7503518566834975,0.3502215187657907,0.00654151774749427,61.0,G087_20220612_073000.WAV,G087,2022-06-12 07:30:00
