ADI,ACI,NDSI,BI,Hf,Ht,H,SC,NP,fname,sensor_name,date
3.0882268232660213,301.5323458778578,0.3899752400643944,9.150219639390267,0.9209374945474967,0.9652881508394913,0.8889700511505072,0.0,0.0,G012_20220614_000000.WAV,G012,2022-06-14 00:00:00
3.0894082161628487,302.8837844696923,0.27508120711490913,16.86257243396593,0.92459787620001,0.9864107716977489,0.9120333045725516,0.0,0.0,G012_20220614_003000.WAV,G012,2022-06-14 00:30:00
3.06484809618976,306.24305585972365,0.3083709468687994,17.15978743730087,0.9227498547402382,0.9635082179643129,0.8890770681675955,0.0,1.0,G012_20220614_010000.WAV,G012,2022-06-14 01:00:00
3.048703723848013,304.425847486105,0.26176202249238517,16.569365673741792,0.8852666345745596,0.971061737419443,0.8596485562494349,0.0,1.0,G012_20220614_013000.WAV,G012,2022-06-14 01:30:00
3.0357943231164226,305.8767277989026,0.07432454952416634,18.004298222130302,0.8618229050555739,0.9690828794331713,0.8351778223927162,0.0,1.0,G012_20220614_020000.WAV,G012,2022-06-14 02:00:00
3.065564721959708,306.0139454330972,0.4539187890671897,15.195283886070191,0.880843905354597,0.9162529892364544,0.807075861331862,6.118469298832158e-06,0.0,G012_20220614_023000.WAV,G012,2022-06-14 02:30:00
3.0855559002831834,301.9166433691688,0.503988337779375,12.732774827299886,0.8755346976322133,0.9771283584916505,0.855509781899848,0.0,0.0,G012_20220614_030000.WAV,G012,2022-06-14 03:00:00
3.0803890210528397,306.25553876846857,0.3633425403869745,16.18386252449901,0.894697294682449,0.9627525527829955,0.8613721044235677,0.0,0.0,G012_20220614_033000.WAV,G012,2022-06-14 03:30:00
3.078417101986225,306.04398252054614,0.42936290753054407,18.532471027244554,0.8860240315685679,0.9609184342426488,0.8513968251162275,0.0,0.0,G012_20220614_040000.WAV,G012,2022-06-14 04:00:00
3.0757398711190143,306.7868122258227,0.64496935599846,23.803698358881423,0.8228448556107179,0.8860602729438779,0.7290901373528985,0.0,0.0,G012_20220614_043000.WAV,G012,2022-06-14 04:30:00
3.078080819900629,313.39999638819415,0.4341808709010023,25.663614936397106,0.8680660986483276,0.8901266766628129,0.7726887915134893,0.0,0.0,G012_20220614_050000.WAV,G012,2022-06-14 05:00:00
3.0718300393435793,311.2242222591898,0.62230866974555,24.323678646395546,0.7839772357518361,0.9355771372616775,0.7334711779030261,0.0,0.0,G012_20220614_053000.WAV,G012,2022-06-14 05:30:00
3.065989105886273,308.88927114456624,0.01609606586011969,23.098289922108496,0.7087973658173057,0.9459155437826847,0.6704624457188112,0.0,1.0,G012_20220614_060000.WAV,G012,2022-06-14 06:00:00
3.0703266151016226,305.36548762463417,0.6955849123354682,31.2758613441588,0.7672528959949446,0.9765082505103305,0.7492287831670079,1.7481340853806167e-06,1.0,G012_20220614_063000.WAV,G012,2022-06-14 06:30:00
3.0739810330725974,306.3291776630607,0.7505667794673616,32.173718645764815,0.7253082541759026,0.9787482692313366,0.709894198433867,2.622201128070925e-06,1.0,G012_20220614_070000.WAV,G012,2022-06-14 07:00:00
3.078519523476075,304.11959249571566,0.8172161931217286,43.3627010222431,0.7288958631292375,0.9918249550559544,0.722937106688627,0.00010488804512283702,1.0,G012_20220614_073000.WAV,G012,2022-06-14 07:30:00
3.0843234600359204,307.0904837492882,0.916020061848964,42.185870912069184,0.7032455644470559,0.9923618338316377,0.6978740579686455,0.0013469373127857653,2.0,G012_20220614_080000.WAV,G012,2022-06-14 08:00:00
3.085807879245106,303.43881914965027,0.9270675414657666,46.18336717175778,0.7006093986503384,0.9949036458610889,0.6970388450417668,0.002320647998342769,3.0,G012_20220614_083000.WAV,G012,2022-06-14 08:30:00
3.081813277759542,308.04622949929455,0.9862933039917372,55.09683197118509,0.6303651113503845,0.9719787567454394,0.6127014972260473,0.01776803484380859,6.0,G012_20220614_090000.WAV,G012,2022-06-14 09:00:00
3.0883493618291733,307.03355154771543,0.9702313228971424,51.955949293095735,0.7226439143035668,0.995296163758926,0.7192447156700741,0.006760034508166846,5.0,G012_20220614_093000.WAV,G012,2022-06-14 09:30:00
3.080776736941938,300.3191158367214,0.9751704890976012,51.58209358634013,0.7044677121181444,0.9843287651913154,0.6934278331864041,0.004453371582507121,4.0,G012_20220614_100000.WAV,G012,2022-06-14 10:00:00
3.087508767163145,300.0703981721656,0.38651070722554803,8.630259309425272,0.9210923971261264,0.9968900885449805,0.9182278813291725,0.0,0.0,G012_20220614_103000.WAV,G012,2022-06-14 10:30:00
3.088013680501752,299.67555389284774,0.45510182170512714,11.294090616310665,0.9121975609132776,0.996788822283714,0.9092683324328225,0.0,0.0,G012_20220614_110000.WAV,G012,2022-06-14 11:00:00
3.0868892557651377,299.56962086113145,0.3255470932968646,5.143829324564083,0.9301415435910625,0.9969635787308133,0.9273172420247484,0.0,0.0,G012_20220614_113000.WAV,G012,2022-06-14 11:30:00
3.0874290124827035,299.7031508385877,0.32610205137115056,5.662977560041888,0.926576142849293,0.9967767846451195,0.9235895883981953,0.0,0.0,G012_20220614_120000.WAV,G012,2022-06-14 12:00:00
3.087694846582727,299.0491940904283,0.32073075025110703,6.5313619431158125,0.9184090273225037,0.9967816281741291,0.9154532455843435,0.0,0.0,G012_20220614_123000.WAV,G012,2022-06-14 12:30:00
3.0871225607906267,299.1164737109742,0.3195067541121904,5.7203706302796276,0.9117259022682808,0.9969298947376731,0.9089268077779272,0.0,0.0,G012_20220614_130000.WAV,G012,2022-06-14 13:00:00
3.087687883026775,299.39698654478224,0.3343618909177881,4.9656486104746556,0.9214914639874942,0.9968731042065683,0.9186100562050684,0.0,0.0,G012_20220614_133000.WAV,G012,2022-06-14 13:30:00
3.0871024920489023,303.4845576088414,0.5012383893789166,9.193351669100286,0.9071932828143687,0.9925211674394209,0.9004085361521179,0.0,0.0,G012_20220614_140000.WAV,G012,2022-06-14 14:00:00
3.0886285565193283,300.3203673502539,0.37675221833652955,6.326091642633096,0.9253481241208797,0.9968506884794265,0.9224339146130448,0.0,0.0,G012_20220614_143000.WAV,G012,2022-06-14 14:30:00
3.0872260819603787,300.0648288477058,0.34958133260674734,6.954243353210719,0.9180383165337501,0.9965201750917404,0.9148437039331393,0.0,0.0,G012_20220614_150000.WAV,G012,2022-06-14 15:00:00
3.0879323967965813,299.670300266097,0.35736933249431113,7.150465743133501,0.9104006766759749,0.9966786955264588,0.907376958835816,0.0,0.0,G012_20220614_153000.WAV,G012,2022-06-14 15:30:00
3.0881780229559133,300.44258380712733,0.38892685426016815,7.616846497963988,0.9000726833659296,0.9965826380522154,0.8969968092275544,0.0,0.0,G012_20220614_160000.WAV,G012,2022-06-14 16:00:00
3.08875326259889,300.0959702472181,0.37888771689020767,8.758120444965904,0.9257386070069259,0.9966925304342106,0.9226767547383742,0.0,0.0,G012_20220614_163000.WAV,G012,2022-06-14 16:30:00
