Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.507996193	59.999994792	12268.371	26376.997		BIO	INSECT	
1	Spectrogram 1	1	0.507996193	59.999994792	12268.371	26376.997	16125.000	BIO	INSECT	
2	Waveform 1	1	13.772341232	59.040446427	7821.086	13801.917		BIO	INSECT	
2	Spectrogram 1	1	13.772341232	59.040446427	7821.086	13801.917	11625.000	BIO	INSECT	
3	Waveform 1	1	0.000000000	59.999994792	7054.313	7821.086		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.999994792	7054.313	7821.086	7500.000	BIO	INSECT	
4	Waveform 1	1	0.225776086	55.540917098	4370.607	5214.058		BIO	INSECT	
4	Spectrogram 1	1	0.225776086	55.540917098	4370.607	5214.058	4875.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	59.999994792	2760.383	3833.866		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.999994792	2760.383	3833.866	3375.000	BIO	INSECT	
6	Waveform 1	1	0.000000000	59.999994792	0.000	766.773		ANT	TRAMOT	
6	Spectrogram 1	1	0.000000000	59.999994792	0.000	766.773	0.000	ANT	TRAMOT	
