Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	2.539980965	58.250230127	13121.010	23639.506		BIO	INSECT	
1	Spectrogram 1	1	2.539980965	58.250230127	13121.010	23639.506	18750.000	BIO	INSECT	
2	Waveform 1	1	14.336781446	38.438378601	21470.744	24181.696		BIO	INSECT	
2	Spectrogram 1	1	14.336781446	38.438378601	21470.744	24181.696	22125.000	BIO	INSECT	
3	Waveform 1	1	0.903104343	59.491998599	10084.743	11602.877		BIO	INSECT	
3	Spectrogram 1	1	0.903104343	59.491998599	10084.743	11602.877	10875.000	BIO	INSECT	
4	Waveform 1	1	0.507996193	59.943550770	6723.162	7807.543		BIO	INSECT	
4	Spectrogram 1	1	0.507996193	59.943550770	6723.162	7807.543	7125.000	BIO	INSECT	
5	Waveform 1	1	12.869236889	48.711190503	867.505	2927.829		BIO	MAMIFE	
5	Spectrogram 1	1	12.869236889	48.711190503	867.505	2927.829	1125.000	BIO	MAMIFE	
6	Waveform 1	1	0.000000000	12.756348846	0.000	1843.448		ANT	TRAMOT	
6	Spectrogram 1	1	0.000000000	12.756348846	0.000	1843.448	0.000	ANT	TRAMOT	
