Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.853653341	0.000	691.099		BIO	TRAMOT	
1	Spectrogram 1	1	0.000000000	59.853653341	0.000	691.099	0.000	BIO	TRAMOT	
2	Waveform 1	1	19.219510527	38.487801537	1130.890	2638.743		BIO	AVEVOC	NYCALB
2	Spectrogram 1	1	19.219510527	38.487801537	1130.890	2638.743	2625.000	BIO	AVEVOC	NYCALB
3	Waveform 1	1	3.024389981	56.878043843	2638.743	3392.670		BIO	INSECT	
3	Spectrogram 1	1	3.024389981	56.878043843	2638.743	3392.670	3375.000	BIO	INSECT	
4	Waveform 1	1	0.097560967	59.951214308	3392.670	4397.906		BIO	INSECT	
4	Spectrogram 1	1	0.097560967	59.951214308	3392.670	4397.906	3750.000	BIO	INSECT	
5	Waveform 1	1	0.048780484	59.951214308	4397.906	5465.969		BIO	INSECT	
5	Spectrogram 1	1	0.048780484	59.951214308	4397.906	5465.969	4875.000	BIO	INSECT	
6	Waveform 1	1	0.195121934	59.951214308	5968.586	6848.168		BIO	INSECT	
6	Spectrogram 1	1	0.195121934	59.951214308	5968.586	6848.168	6750.000	BIO	INSECT	
7	Waveform 1	1	0.000000000	59.951214308	6785.340	8858.639		BIO	INSECT	
7	Spectrogram 1	1	0.000000000	59.951214308	6785.340	8858.639	7125.000	BIO	INSECT	
8	Waveform 1	1	0.292682901	59.902433825	8921.466	10492.147		BIO	INSECT	
8	Spectrogram 1	1	0.292682901	59.902433825	8921.466	10492.147	9750.000	BIO	INSECT	
9	Waveform 1	1	12.341462343	14.634145071	10931.937	11748.691		BIO	INSECT	
9	Spectrogram 1	1	12.341462343	14.634145071	10931.937	11748.691	11250.000	BIO	INSECT	
10	Waveform 1	1	3.073170465	53.365849026	13256.545	39643.979		BIO	INSECT	
10	Spectrogram 1	1	3.073170465	53.365849026	13256.545	39643.979	19500.000	BIO	INSECT	
11	Waveform 1	1	43.268288927	57.804873031	10894.854	13784.906		BIO	INSECT	
11	Spectrogram 1	1	43.268288927	57.804873031	10894.854	13784.906	13125.000	BIO	INSECT	
12	Waveform 1	1	0.829268221	57.317068195	17177.577	22329.409		BIO	MURCIE	
12	Spectrogram 1	1	0.829268221	57.317068195	17177.577	22329.409	18750.000	BIO	MURCIE	
13	Waveform 1	1	12.303756691	14.764693978	59954.023	94528.736		BIO	MURCIE	VESPER
13	Spectrogram 1	1	12.303756691	14.764693978	59954.023	94528.736	67500.000	BIO	MURCIE	VESPER
14	Waveform 1	1	16.212214474	19.457952829	58850.575	91586.207		BIO	MURCIE	VESPER
14	Spectrogram 1	1	16.212214474	19.457952829	58850.575	91586.207	65250.000	BIO	MURCIE	VESPER
15	Waveform 1	1	23.786498086	26.464054672	58114.943	89011.494		BIO	MURCIE	VESPER
15	Spectrogram 1	1	23.786498086	26.464054672	58114.943	89011.494	64500.000	BIO	MURCIE	VESPER
