Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.096890449	11041.534	19629.393		BIO	INSECT	
1	Spectrogram 1	1	0.000000000	59.096890449	11041.534	19629.393	17250.000	BIO	INSECT	
2	Waveform 1	1	0.000000000	59.999994792	2223.642	2530.351		BIO	INSECT	
2	Spectrogram 1	1	0.000000000	59.999994792	2223.642	2530.351	2250.000	BIO	INSECT	
3	Waveform 1	1	0.903104343	59.548442620	3910.543	4523.962		BIO	INSECT	
3	Spectrogram 1	1	0.903104343	59.548442620	3910.543	4523.962	4500.000	BIO	INSECT	
4	Waveform 1	1	8.297271152	59.999994792	5367.412	5827.476		BIO	INSECT	
4	Spectrogram 1	1	8.297271152	59.999994792	5367.412	5827.476	5625.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	59.999994792	6210.863	7437.700		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.999994792	6210.863	7437.700	6750.000	BIO	INSECT	
6	Waveform 1	1	0.959548364	59.999994792	7437.700	8434.505		BIO	INSECT	
6	Spectrogram 1	1	0.959548364	59.999994792	7437.700	8434.505	7875.000	BIO	INSECT	
7	Waveform 1	1	0.000000000	59.999994792	4447.284	4984.026		BIO	INSECT	
7	Spectrogram 1	1	0.000000000	59.999994792	4447.284	4984.026	4875.000	BIO	INSECT	
8	Waveform 1	1	0.000000000	59.999994792	2683.706	3833.866		BIO	INSECT	
8	Spectrogram 1	1	0.000000000	59.999994792	2683.706	3833.866	3750.000	BIO	INSECT	
9	Waveform 1	1	39.680147073	44.816553024	920.128	2146.965		BIO	AVEVOC	
9	Spectrogram 1	1	39.680147073	44.816553024	920.128	2146.965	1875.000	BIO	AVEVOC	
