Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.999994792	6470.219	8426.332		BIO	INSECT	
1	Spectrogram 1	1	0.000000000	59.999994792	6470.219	8426.332	7500.000	BIO	INSECT	
2	Waveform 1	1	0.227272708	56.136358763	3084.639	4137.931		BIO	INDETE	
2	Spectrogram 1	1	0.227272708	56.136358763	3084.639	4137.931	3750.000	BIO	INDETE	
3	Waveform 1	1	48.181813999	59.829540261	2106.583	3536.050		BIO	AVEVOC	RUPMAG
3	Spectrogram 1	1	48.181813999	59.829540261	2106.583	3536.050	3000.000	BIO	AVEVOC	RUPMAG
4	Waveform 1	1	33.011360771	43.863632556	752.351	1429.467		BIO	AVEVOC	ORT_SP
4	Spectrogram 1	1	33.011360771	43.863632556	752.351	1429.467	1125.000	BIO	AVEVOC	ORT_SP
5	Waveform 1	1	1.477272599	9.034090125	225.705	902.821		BIO	AVEVOC	
5	Spectrogram 1	1	1.477272599	9.034090125	225.705	902.821	375.000	BIO	AVEVOC	
6	Waveform 1	1	29.090906566	54.715904341	17153.605	20764.890		BIO	INSECT	
6	Spectrogram 1	1	29.090906566	54.715904341	17153.605	20764.890	19500.000	BIO	INSECT	
