"MDS1","MDS2","sensor_name","Cobertura","temporada","eventID"
-0.3469699025584,0.0711726553835278,"G001","Palma","T1","ANH_64"
-0.473205011906219,-0.196489653671432,"G002","Herbazales","T1","ANH_166"
-0.087233037497316,-0.00916300900253806,"G003","Bosque Ripario","T1","ANH_215"
-0.115022465888563,-0.028522738723948,"G004","Palma","T1","ANH_229"
0.310448969294864,-0.556797786298199,"G006","Bosque Ripario","T1","ANH_393"
-0.472526386814777,-0.0129057147083554,"G007","Pastos","T1","ANH_38"
-0.689276170232548,-0.136608866860916,"G008","Palma","T1","ANH_211"
0.220453641470912,0.606086972883571,"G010","Bosque Ripario","T1","ANH_99"
0.584498438497541,0.314871475168731,"G011","Bosque Ripario","T1","ANH_290"
-0.226479774288484,0.906391057040978,"G012","Palma","T1","ANH_221"
-0.228749060806054,-0.310077083871545,"G013","Herbazales","T1","ANH_194"
-0.411008664147101,0.0996610771393641,"G014","Palma","T1","ANH_226"
0.0495138460522915,-0.423565110832125,"G015","Pastos","T1","ANH_272"
0.42156146169382,0.183869678394289,"G016","Bosque Ripario","T1","ANH_232"
1.09923383570179,0.0527626163982966,"G017","Bosque Denso","T1","ANH_390"
-0.577827277128055,-0.0412381261587486,"G018","Palma","T1","ANH_208"
-0.458568410609332,-0.326843332853173,"G019","Pastos","T1","ANH_192"
-0.620822423415463,-0.191110662613177,"G020","Bosque Ripario","T1","ANH_338"
-0.109337826180018,0.148360091474788,"G021","Palma","T1","ANH_327"
-0.0252950584576749,0.105607733118627,"G022","Bosque Ripario","T1","ANH_275"
0.875365534276831,0.127716034756172,"G023","Bosque Ripario","T1","ANH_240"
-0.568228619558357,0.0291962313286986,"G024","Palma","T1","ANH_256"
0.633797908112921,0.229222716923413,"G025","Bosque Ripario","T1","ANH_389"
-0.592888821845409,-0.0377675604829703,"G026","Palma","T1","ANH_66"
0.118308156465491,-0.583199447443051,"G027","Bosque Ripario","T1","ANH_58"
-0.373251744221323,0.0269425986420191,"G028","Bosque Ripario","T1","ANH_248"
-0.276023831256268,-0.229503899163682,"G02A","Bosque Abierto","T1","ANH_197"
0.973152673433378,-0.186805156993332,"G030","Bosque Ripario","T1","ANH_370"
-0.241189719448877,-0.472708923593578,"G031","Palma","T1","ANH_109"
-0.110499741399567,0.219382830550209,"G032","Bosque Ripario","T1","ANH_182"
0.450484928914879,0.178646768207924,"G033","Bosque Ripario","T1","ANH_228"
0.889322102932729,-0.440839057551564,"G034","Bosque Ripario","T1","ANH_375"
-0.511961389109633,0.127899996713991,"G035","Herbazales","T1","ANH_282"
0.128099414694988,0.485963969728291,"G036","Palma","T1","ANH_236"
-0.787509947113054,-0.241566962374105,"G037","Palma","T1","ANH_227"
0.2850781143441,0.16482692441148,"G038","Bosque Ripario","T1","ANH_239"
-0.250785118432571,0.234371966134033,"G039","Palma","T1","ANH_212"
-0.344207401345312,0.265083545101401,"G040","Palma","T1","ANH_351"
-0.38397764943377,-0.46427839530303,"G041","Palma","T1","ANH_222"
-0.571967773757466,-0.25774812425608,"G042","Bosque Ripario","T1","ANH_101"
-0.500542702391877,-0.0448288964684497,"G043","Bosque Ripario","T1","ANH_62"
0.399921536203521,0.143529937975734,"G045","Bosque Ripario","T1","ANH_160"
0.280291048026591,-0.621391158212977,"G046","Bosque Ripario","T1","ANH_289"
-0.526503415749021,-0.164943675157298,"G047","Bosque Ripario","T1","ANH_135"
0.181698644622551,0.336366019965017,"G048","Palma","T1","ANH_81"
-0.296692328845094,0.01230765846762,"G049","Palma","T1","ANH_254"
-0.33101133259544,-0.0774235491565996,"G050","Palma","T1","ANH_89"
-0.588179292214704,-0.0979167742669997,"G051","Palma","T1","ANH_209"
0.717144918092279,0.114353192522441,"G052","Bosque Ripario","T1","ANH_241"
-0.174977542257624,0.188420885844559,"G053","Palma","T1","ANH_145"
0.0432504500820519,0.0838433869330622,"G054","Bosque Ripario","T1","ANH_243"
-0.268490990984806,0.238283030637538,"G055","Herbazales","T1","ANH_279"
-0.0318492483223053,0.135125757889975,"G056","Palma","T1","ANH_217"
-0.428540466768132,-0.0768966242933355,"G057","Bosque Ripario","T1","ANH_238"
-0.13237228249198,-0.512943796967304,"G058","Bosque Ripario","T1","ANH_395"
-0.468744454756283,-0.227259647458855,"G059","Bosque Ripario","T1","ANH_291"
-0.558658093486419,-0.157001634937374,"G060","Palma","T1","ANH_350"
-0.533557531892381,-0.0386297605272211,"G061","Palma","T1","ANH_213"
0.659356154574143,0.282694278665019,"G062","Bosque Ripario","T1","ANH_230"
0.166725910034087,0.461330117033899,"G063","Herbazales","T1","ANH_85"
0.625686864721102,-0.199225876764717,"G064","Bosque Ripario","T1","ANH_360"
0.607706354470316,0.0457864825391338,"G065","Bosque Ripario","T1","ANH_284"
0.701458830123837,0.187779225721488,"G066","Bosque Ripario","T1","ANH_235"
-0.53483113467636,-0.278541430912451,"G067","Herbazales","T1","ANH_280"
-0.187317369022185,0.168076401189323,"G068","Palma","T1","ANH_95"
-0.132951228076776,0.0973174830812484,"G069","Bosque Ripario","T1","ANH_312"
-0.45409216094133,0.00333822140806413,"G070","Palma","T1","ANH_223"
-0.268724564157809,-0.109277856930738,"G071","Palma","T1","ANH_353"
0.193420511572231,-0.0763169988267981,"G072","Bosque Ripario","T1","ANH_183"
0.575845728196582,0.342020538943574,"G074","Bosque Ripario","T1","ANH_361"
-0.0807662054982845,-0.170582793772058,"G075","Palma","T1","ANH_12"
-0.528584299009308,0.148346681347784,"G076","Palma","T1","ANH_69"
0.98178338618219,0.0184692977264462,"G077","Bosque Ripario","T1","ANH_231"
-0.515177049177905,-0.0498383918133684,"G078","Palma","T1","ANH_214"
-0.325141827602586,-0.435513331039227,"G079","Herbazales","T1","ANH_31"
0.894024462741277,-0.400094172024367,"G080","Bosque Ripario","T1","ANH_242"
0.426022992554046,0.532818798888114,"G081","Herbazales","T1","ANH_324"
-0.194500744512029,0.0244039641223995,"G082","Bosque Ripario","T1","ANH_317"
0.167832870425003,0.185664205390365,"G083","Bosque Ripario","T1","ANH_88"
0.239751992086191,0.126916176892017,"G084","Palma","T1","ANH_364"
0.329309019678276,0.636407010401026,"G085","Bosque Ripario","T1","ANH_250"
-0.417984882614332,-0.0616565375784856,"G086","Palma","T1","ANH_225"
-0.0832013831430375,0.070301901057607,"G087","Bosque Ripario","T1","ANH_274"
-0.564161796296089,-0.125050737170308,"G088","Palma","T1","ANH_210"
0.901258976920258,-0.335433934258549,"G089","Bosque Ripario","T1","ANH_336"
-0.220445233832969,0.111464019629474,"G090","Bosque Ripario","T1","ANH_334"
-0.468349684064946,0.00514168513667566,"G091","Bosque Denso","T1","ANH_252"
0.379899387840882,0.610480052578452,"G092","Herbazales","T1","ANH_283"
0.517343176953659,-0.658312471450422,"G093","Bosque Denso","T1","ANH_189"
-0.569638523082663,-0.00475767891345686,"G094","Palma","T1","ANH_388"
-0.014788262509679,-0.266511477847415,"G095","Bosque Ripario","T1","ANH_253"
0.220460900240276,0.228096052744193,"G096","Bosque Ripario","T1","ANH_106"
-0.199776929339871,0.0650189387352018,"G097","Bosque Ripario","T1","ANH_234"
0.346463654739117,-0.237038585012475,"G098","Bosque Ripario","T1","ANH_77"
0.0563087388419984,0.585766473264625,"G099","Herbazales","T1","ANH_121"
-0.240867444607095,-0.199979160619032,"G100","Bosque Ripario","T1","ANH_159"
0.137711544251833,0.0696006098015371,"G001","Bosque Ripario","T2","ANH_274"
0.150314361084416,-0.0146781860241313,"G002","Bosque Ripario","T2","ANH_284"
-0.36578548276046,0.061304062761772,"G004","Palma","T2","ANH_257"
0.384657107997026,0.533106705790232,"G005","Herbazales","T2","ANH_324"
0.818193896668429,-0.0770295981966424,"G006","Bosque Denso","T2","ANH_390"
0.479912184310969,-0.17138880391158,"G007","Bosque Ripario","T2","ANH_232"
0.121963668156485,0.538383129242719,"G008","Bosque Ripario","T2","ANH_291"
-0.344251759163363,0.573681775364613,"G010","Bosque Ripario","T2","ANH_062"
