,ID_MUES_PT,NOMBRE,N_COBERT,Dis_Palma,MDS1,MDS2,sensor_name_x,Cobertura_x,temporada,eventID,sensor_name_y,decimalLat,decimalLon,Tipo,Dis_CP,Dis_Oleodu,Dis_Pozo,Dis_Pozact,Dis_Ferroc,Dis_Kale,Dis_Plater,DisBosque,Dis_CobNat,Dis_Cienag,Dis_MGSG,Dis_Dre345,UCSuelo,Cobertura_y,Tam_Parche,Plataf,Dis_PlatEf,Dis_ViaPri,Dia_ViaSec,Presión sonora 1,Presión sonora 2,Presión sonora 3,Presión sonora 4
54,ANH_395,G058,Bosque Ripario,48.6263426757,-0.0698000769261193,-0.53235735157346,G058,Bosque Ripario,T1,ANH_395,G058,7.325611111,-73.80152778,PE,1405.007115,865.6080863,4057.990702,9888.590929,409.5766925,6098.863975,10418.12513,0.0,0.0,8588.964159,9128.469271,193.320071,PVCb2,Bosque Ripario,48.53272052,Kale,6098.863975,920.9949792,4319.452301,51.7,53.7,59.7,45.8
55,ANH_291,G059,Bosque Ripario,338.194928901,-0.471742163311859,-0.213222985017541,G059,Bosque Ripario,T1,ANH_291,G059,7.400527778,-73.86597222,PE,2828.915585,831.4660655,1052.801752,1052.801752,7231.688141,2157.984944,14317.55097,0.0,0.0,4737.046383,3122.109927,1766.501494,RVAa,Bosque Ripario,169.4994937,Kale,2157.984944,2833.336447,4563.295264,61.9,57.1,47.9,52.7
56,ANH_350,G060,Palma,0.0,-0.558598313795943,-0.133438231119346,G060,Palma,T1,ANH_350,G060,7.20975,-73.87575,PE,447.3030381,3813.513937,3561.71736,5273.556541,7254.841302,16727.74359,4903.265628,1310.10259,101.2714322,7125.739577,750.3613454,11934.75451,RVAa,Palma,121.1004186,Platero,4903.265628,4986.667552,539.1367735,63.2,52.7,51.3,65.4
57,ANH_213,G061,Palma,0.0,-0.521652138760817,-0.0102478793909684,G061,Palma,T1,ANH_213,G061,7.354138889,-73.78863889,PE,3198.0941,2595.36124,4818.207505,8706.174358,590.8585636,6203.834358,13507.2259,66.35068234,66.35068234,7040.338108,12097.74597,460.0215315,PVCb2,Palma,48.74298552,Kale,6203.834358,3211.165095,4926.953614,57.3,36.6,54.4,50.0
58,ANH_230,G062,Bosque Ripario,39.4844082269,0.662875079655804,0.344226155876859,G062,Bosque Ripario,T1,ANH_230,G062,7.308972222,-73.85983333,PE,2804.146487,2707.821886,5101.520248,6875.707577,2293.372384,5685.039635,4627.70764,0.0,0.0,3446.130279,5553.7507,887.8066036,PVAa,Bosque Ripario,135.5943303,Platero,4627.70764,1826.967359,2640.742532,51.6,59.4,46.8,48.1
59,ANH_85,G063,Herbazales,228.597949321,0.135254428788204,0.521088914269503,G063,Herbazales,T1,ANH_85,G063,7.276944445,-73.904,PE,2169.263779,8720.771805,2474.071244,2474.071244,6310.208522,10321.098,691.8040808,193.5180896,0.0,292.6226913,1282.654141,6827.990585,RVBa,Herbazales,39.60026363,Platero,691.8040808,5688.47019,2694.912548,49.8,61.4,51.7,53.0
60,ANH_360,G064,Bosque Ripario,491.691923059,0.615108074711117,-0.277661309173931,G064,Bosque Ripario,T1,ANH_360,G064,7.319888889,-73.71069444,PE,2743.593724,997.590854,2976.554208,4956.592231,1866.328947,15433.43073,19323.76786,0.0,0.0,13438.10887,6914.602546,3406.844971,LVBe3,Bosque Ripario,740.9173164,Caracterizacion,15433.43073,1086.136539,4972.013361,47.1,38.0,37.6,38.0
61,ANH_284,G065,Bosque Ripario,60.2208390814,0.632717489481076,0.0298739796191672,G065,Bosque Ripario,T1,ANH_284,G065,7.342555556,-73.7065,PE,1533.365783,484.4966365,3469.844742,7332.450153,6.931267242,15361.33501,20586.59416,0.0,0.0,11813.27415,9438.76665,4178.32467,LVFbp,Bosque Ripario,740.9173164,Caracterizacion,15361.33501,3409.766769,7338.414179,54.1,45.3,42.8,47.3
62,ANH_235,G066,Bosque Ripario,39.7298815293,0.695978923524392,0.326622340611642,G066,Bosque Ripario,T1,ANH_235,G066,7.268861111,-73.82702778,PE,4665.843517,1299.118921,2730.652101,4721.425392,4516.219815,10291.57856,5729.961785,0.0,0.0,7160.327431,3776.633589,5377.815222,PVAa,Bosque Ripario,86.22164614,Platero,5729.961785,2029.69525,3195.871385,32.9,42.3,41.0,43.8
63,ANH_280,G067,Herbazales,56.8537322686,-0.547310692256103,-0.260799664361401,G067,Herbazales,T1,ANH_280,G067,7.25675,-73.91444444,PE,4383.354205,9842.691209,2264.735343,2264.735343,8770.640242,12834.54054,1542.834817,512.2575249,0.0,2552.561159,269.0450234,9211.23378,RVAa,Herbazales,3.742911497,Platero,1542.834817,8198.958882,4880.939382,54.7,61.2,57.5,55.1
64,ANH_95,G068,Palma,0.0,-0.169324356009399,0.171228802752531,G068,Palma,T1,ANH_95,G068,7.370163489,-73.72160128,PE,4102.073097,961.6353797,2365.392853,10640.978,3425.369918,13567.36557,20499.88016,159.5573399,159.5573399,8367.288953,12483.41485,2223.471518,LVCb2,Palma,60.97542392,Caracterizacion,13567.36557,5288.637355,8302.531067,45.6,50.2,51.8,48.9
65,ANH_312,G069,Bosque Ripario,87.0029980301,-0.100376637214468,0.0469912671088581,G069,Bosque Ripario,T1,ANH_312,G069,7.344193269,-73.75756446,PE,2637.890414,772.5766635,2647.587039,9901.857404,1725.928656,9761.027142,15613.46059,0.0,0.0,8592.13481,10555.7286,1125.689837,PVCb2,Bosque Ripario,17.90872288,Caracterizacion,9761.027142,2085.997441,7697.716083,40.4,43.4,58.6,46.0
66,ANH_223,G070,Palma,0.0,-0.437964843611882,0.020082102963921,G070,Palma,T1,ANH_223,G070,7.263611111,-73.90430556,PE,3614.4736,9086.78834,1361.054586,1361.054586,7758.756598,11671.78674,423.4446959,127.5091805,127.5091805,1316.174391,1586.469198,7890.300529,RVBa,Palma,140.0448497,Platero,423.4446959,7069.195687,3532.000776,47.1,53.5,51.9,53.0
67,ANH_353,G071,Palma,4.74558532953,-0.255976754377434,-0.109254992774681,G071,Palma,T1,ANH_353,G071,7.343194445,-73.87822222,PE,1144.682819,2786.314896,4073.619593,4077.847243,1311.366979,2601.183711,7905.843217,460.763969,348.4113317,439.5068006,2938.614776,1233.48853,PVFa,Palma,609.7833704,Kale,2601.183711,1319.418494,2102.753893,51.9,50.1,51.9,55.5
68,ANH_183,G072,Bosque Ripario,45.2274041047,0.232000561893176,-0.0296579722818355,G072,Bosque Ripario,T1,ANH_183,G072,7.269583334,-73.84883333,PE,4317.606225,3554.22365,705.6389297,5173.069575,6534.214188,10032.55397,3321.654815,0.0,0.0,4759.041443,4733.1463,4978.734302,PVAa,Bosque Ripario,86.22164614,Platero,3321.654815,4321.748794,1325.851508,51.5,43.1,39.8,42.9
69,ANH_361,G074,Bosque Ripario,1180.89822423,0.584880298802051,0.380136898651752,G074,Bosque Ripario,T1,ANH_361,G074,7.429,-73.81827778,PE,4308.601771,1265.325856,5188.588626,5188.588626,8146.758305,6000.372872,18638.55407,0.0,0.0,2428.450548,7889.14149,2627.742614,PVAb2,Bosque Ripario,218.1093668,Kale,6000.372872,5517.509317,3349.068359,44.0,51.2,46.4,40.4
70,ANH_12,G075,Palma,0.0,-0.0436000776876918,-0.175635984346553,G075,Palma,T1,ANH_12,G075,7.396611111,-73.83972222,PE,5753.713587,303.2101243,1574.407612,1574.407612,7546.824697,1755.494698,14474.69605,3.1214799,3.1214799,5942.104152,6013.139324,4430.491116,PVAa,Palma,148.5096761,Kale,1755.494698,5753.043375,2074.243429,51.0,65.1,47.3,46.5
71,ANH_69,G076,Palma,0.0,-0.498649213823997,0.164461356018306,G076,Palma,T1,ANH_69,G076,7.283222222,-73.79655556,PE,2838.752315,852.7940365,5049.99776,5208.012033,994.061028,10031.18297,9182.443357,427.4189455,427.4189455,10352.83821,4412.392358,3719.183801,PVAa,Palma,905.94582,Platero,9182.443357,1439.567912,4459.308793,50.2,37.4,50.4,46.0
72,ANH_231,G077,Bosque Ripario,26.1129252117,0.959881601858929,0.250808303748385,G077,Bosque Ripario,T1,ANH_231,G077,7.307944445,-73.83508333,PE,1995.348215,679.3194032,5211.251209,8604.462565,2179.920469,5879.454007,6282.749864,0.0,0.0,6108.866083,8189.197433,1232.087347,PVAa,Bosque Ripario,135.5943303,Platero,5879.454007,681.8733382,2192.639297,35.1,36.0,47.2,40.0
73,ANH_214,G078,Palma,0.0,-0.509176605183744,-0.0333343354859246,G078,Palma,T1,ANH_214,G078,7.350388889,-73.73913889,PE,2687.452937,850.3409617,555.7359333,9294.835663,2334.847323,11683.26418,17717.02988,45.2489248,45.2489248,8875.156904,10576.03073,1899.531638,PVCb2,Palma,32.28629229,Caracterizacion,11683.26418,2804.425255,8460.920915,59.1,49.5,52.4,48.2
74,ANH_31,G079,Herbazales,300.643297544,-0.3419271729889,-0.421673288947959,G079,Herbazales,T1,ANH_31,G079,7.423166667,-73.77597222,PE,164.1075625,3351.581794,8838.195854,9026.980753,3924.286281,8858.449152,20241.64141,216.736983,0.0,189.0871338,12525.58798,34.5565511,PVFa,Herbazales,62.14109393,Kale,8858.449152,9623.738443,443.8697226,50.5,48.4,49.6,57.2
75,ANH_242,G080,Bosque Ripario,33.0369404313,0.864741795784927,-0.454653970631647,G080,Bosque Ripario,T1,ANH_242,G080,7.391888889,-73.77269444,PE,3000.972027,3793.856551,5842.840784,8990.919939,1947.380189,8008.749855,17725.01495,0.0,0.0,3064.873771,13271.83587,1101.399989,LVBd2,Bosque Ripario,353.1898215,Kale,8008.749855,7512.79552,2700.717978,57.8,56.1,48.0,43.5
76,ANH_324,G081,Herbazales,40.9930680454,0.429287797768841,0.56764114694021,G081,Herbazales,T1,ANH_324,G081,7.365361111,-73.87716667,PE,2030.516095,341.5868956,2410.480379,2410.480379,3436.723121,1660.813104,10358.74325,595.1940373,0.0,950.8188624,2743.331336,1244.081607,PVAa,Herbazales,7.729867631,Kale,1660.813104,2453.891947,4336.489684,65.3,53.7,39.8,42.5
77,ANH_317,G082,Bosque Ripario,7.8209172875,-0.166993937343695,0.107990455099859,G082,Bosque Ripario,T1,ANH_317,G082,7.304583334,-73.82708333,PE,2492.1553,156.1961412,5251.553403,8152.182371,2248.545817,6451.652578,6779.566405,0.0,0.0,6931.715204,7680.366627,2177.950153,PVAa,Bosque Ripario,22.39233339,Platero,6451.652578,163.2749952,2893.47392,57.1,52.3,48.6,45.4
78,ANH_88,G083,Bosque Ripario,40.2840398548,0.197537080685535,0.2076281027179,G083,Bosque Ripario,T1,ANH_88,G083,7.368555556,-73.79841667,PE,5076.641505,3308.580278,6742.353853,6953.894181,2310.194904,5086.479912,13917.47587,0.0,0.0,5627.749763,11115.83531,1339.090204,PVAa,Bosque Ripario,19.32090914,Kale,5086.479912,4902.585679,3028.748253,54.9,43.8,41.0,45.1
79,ANH_364,G084,Palma,6.3343518677,0.268381321040737,0.114772369517557,G084,Palma,T1,ANH_364,G084,7.351472222,-73.70275,PE,1206.565079,619.9937815,3652.572129,8279.319101,835.8022453,15679.99693,21357.9735,2.949419827,2.949419827,11131.92482,10385.73972,3165.05735,LVBd2,Palma,43.91861556,Caracterizacion,15679.99693,4472.380139,8281.3113,33.3,54.4,40.6,41.0
80,ANH_250,G085,Bosque Ripario,88.96875466,0.316746235643132,0.675297895675026,G085,Bosque Ripario,T1,ANH_250,G085,7.306527778,-73.79180556,PE,230.7596953,121.6527018,3097.057245,7821.43938,114.3818037,8316.747662,10360.16493,0.0,0.0,10451.79435,6926.207068,1190.462144,PVAa,Bosque Ripario,18.04081522,Platero,8316.747662,948.636083,5845.88517,61.2,67.2,47.9,50.0
81,ANH_225,G086,Palma,0.0,-0.418147102499057,-0.032178652568919,G086,Palma,T1,ANH_225,G086,7.295333334,-73.843,PE,3474.98464,2185.735622,3618.375299,7046.591451,3638.480077,7183.550713,4748.134514,370.3677507,370.3677507,5124.566738,7094.135947,2108.825218,PVAa,Palma,151.4507094,Platero,4748.134514,2192.17158,3510.125913,36.4,36.2,54.3,50.8
82,ANH_274,G087,Bosque Ripario,18.7272809623,-0.0533646213891404,0.0672740090186854,G087,Bosque Ripario,T1,ANH_274,G087,7.411138889,-73.79141667,PE,1597.865989,2201.52258,7038.468558,7038.468558,4590.791181,6714.810648,18195.64241,0.0,0.0,926.5986103,10870.52181,611.1443393,PVCb2,Bosque Ripario,55.52318943,Kale,6714.810648,9024.219718,39.69199034,42.2,42.6,39.1,50.5
83,ANH_210,G088,Palma,0.0,-0.568438563763167,-0.0925785815676403,G088,Palma,T1,ANH_210,G088,7.350805556,-73.80047222,PE,3524.408308,1693.973063,5349.885438,7901.098207,1521.509583,4971.608175,12309.3632,568.8771469,568.8771469,7590.471126,11272.53358,1100.3557,PVAa,Palma,39.52153838,Kale,4971.608175,3085.128441,4047.05931,49.9,37.9,37.6,60.6
84,ANH_336,G089,Bosque Ripario,85.2517485367,0.912309925623199,-0.370340113759698,G089,Bosque Ripario,T1,ANH_336,G089,7.238555556,-73.82358333,PE,2428.740497,245.3855152,2321.258715,2675.411195,3870.410423,13657.44941,6349.831876,0.0,0.0,8493.712144,480.1785615,6599.787289,PVAa,Bosque Ripario,42.53882457,Platero,6349.831876,273.7106177,1597.304413,45.4,50.9,51.6,47.5
85,ANH_334,G090,Bosque Ripario,5.21994958747,-0.204608627753795,0.111340073964807,G090,Bosque Ripario,T1,ANH_334,G090,7.219888889,-73.88869444,PE,2144.105976,5595.904052,3850.195258,4140.112693,9035.47871,15812.9119,3772.378162,0.0,0.0,5756.707592,2556.322099,11217.16383,PVAa,Bosque Ripario,8.483480374,Platero,3772.378162,5945.232629,2263.851917,59.4,52.3,51.9,57.9
86,ANH_252,G091,Bosque Denso,5.27462202444,-0.446847215144483,0.0427726535474378,G091,Bosque Denso,T1,ANH_252,G091,7.293113926,-73.76209124,PE,3609.184076,228.2090864,2150.813289,7240.048542,2910.319811,11744.93844,13114.89276,0.0,0.0,13960.01156,5267.942293,628.2334758,PVCb2,Bosque Denso,32.35788987,Caracterizacion,11744.93844,2598.184557,4660.682147,54.4,51.0,60.7,53.3
87,ANH_283,G092,Herbazales,48.1315610503,0.406910445386816,0.62249385534892,G092,Herbazales,T1,ANH_283,G092,7.415333334,-73.84297222,PE,5549.30667,1646.319561,2229.372859,2229.372859,9380.126083,3749.322653,16371.5713,5.34721106,0.0,5532.896762,5161.397187,3152.830714,RVCa,Herbazales,62.05805468,Kale,3749.322653,5037.39986,3945.35224,45.9,38.5,45.6,45.7
88,ANH_189,G093,Bosque Denso,614.540341131,0.538428908749736,-0.668737707656519,G093,Bosque Denso,T1,ANH_189,G093,7.304722222,-73.70386111,PE,1528.392855,2280.050005,1314.124,3150.125915,3704.438156,16698.99981,19671.34163,0.0,0.0,15241.79463,5251.15141,2413.155796,LVBe3,Bosque Denso,215.8260198,Caracterizacion,16698.99981,959.3696462,3160.469463,49.8,42.0,49.7,45.9
89,ANH_388,G094,Palma,0.0,-0.565976580726145,-0.006120639889286,G094,Palma,T1,ANH_388,G094,7.443805556,-73.79955556,PE,3277.442176,222.1693442,6158.306801,6988.265235,7359.338176,8492.973683,20952.03833,71.45694408,71.45694408,391.150494,10201.00248,2483.184051,RVCa,Palma,18.76331158,Kale,8492.973683,6242.10869,3463.249974,48.5,59.4,44.6,42.6
90,ANH_253,G095,Bosque Ripario,12.8948477723,0.0170462822522108,-0.255255685652183,G095,Bosque Ripario,T1,ANH_253,G095,7.333166667,-73.83427778,PE,570.4228058,744.1415923,7392.234887,7392.234887,609.9899175,3202.656069,8394.995843,0.0,0.0,4934.146907,7901.140523,28.12636522,PVCb2,Bosque Ripario,99.78311601,Kale,3202.656069,720.0926526,744.9980058,35.6,42.8,40.4,37.7
91,ANH_106,G096,Bosque Ripario,9.49104948365,0.270602258018755,0.198518805086212,G096,Bosque Ripario,T1,ANH_106,G096,7.38475,-73.84575,PE,5344.337269,1691.100296,1752.664797,1752.664797,6185.601809,363.6895118,13026.24825,0.0,0.0,4540.620882,5659.333685,3715.027544,PVAa,Bosque Ripario,9.687221348,Kale,363.6895118,5528.516159,1807.516658,48.5,51.6,49.1,54.0
92,ANH_234,G097,Bosque Ripario,0.0,-0.185299996056259,0.0732913031369113,G097,Bosque Ripario,T1,ANH_234,G097,7.263861111,-73.8535,PE,3765.924902,3788.349386,255.1072254,4530.515792,7211.037963,10668.9903,2808.672607,0.0,0.0,4387.629023,4364.648382,5678.817443,PVAa,Bosque Ripario,86.22164614,Platero,2808.672607,4014.995076,574.1733035,54.0,42.8,47.5,43.6
93,ANH_77,G098,Bosque Ripario,22.2824025946,0.375279903843704,-0.251605760519483,G098,Bosque Ripario,T1,ANH_77,G098,7.364944445,-73.74797222,PE,4451.449482,192.1573791,1808.433184,11175.59063,1829.472462,10656.23351,17757.6908,0.0,0.0,6994.335983,12371.14165,1469.22121,PVCb2,Bosque Ripario,662.46078,Caracterizacion,10656.23351,4471.496163,6656.660846,51.4,38.8,42.0,43.2
94,ANH_121,G099,Palma,3.85769977863,0.0276363213613812,0.611356585787819,G099,Herbazales,T1,ANH_121,G099,7.368472222,-73.89280556,PE,1779.731684,335.7894524,905.9162399,905.9162399,2725.840428,3389.458685,10696.22992,264.5417122,0.0,483.2554189,1040.897319,633.387894,RVEa,Herbazales,32.86118201,Kale,3389.458685,739.5595336,4925.369399,53.2,56.8,52.5,55.0
95,ANH_159,G100,Bosque Ripario,51.9849154036,-0.215990887160691,-0.170507269155941,G100,Bosque Ripario,T1,ANH_159,G100,7.278055556,-73.82661111,PE,5068.263458,1645.969578,3147.804856,5512.612701,4356.246339,9304.348068,5817.241626,0.0,0.0,7169.236655,4765.956354,4460.645466,PVAa,Bosque Ripario,28.17855899,Platero,5817.241626,1761.930643,3844.732882,47.5,50.4,49.8,45.6
