Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.999994792	0.000	628.272		ANT	TRAMOT	
1	Spectrogram 1	1	0.000000000	59.999994792	0.000	628.272	0.000	ANT	TRAMOT	
2	Waveform 1	1	0.000000000	59.804872857	2890.052	3267.016		BIO	INSECT	
2	Spectrogram 1	1	0.000000000	59.804872857	2890.052	3267.016	3000.000	BIO	INSECT	
3	Waveform 1	1	0.000000000	59.999994792	4209.424	4649.215		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.999994792	4209.424	4649.215	4500.000	BIO	INSECT	
4	Waveform 1	1	0.000000000	59.902433825	5842.932	7287.958		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.902433825	5842.932	7287.958	6750.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	59.999994792	7350.785	8670.157		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.999994792	7350.785	8670.157	7500.000	BIO	INSECT	
6	Waveform 1	1	8.048779789	49.463410340	11623.037	11937.173		BIO	INSECT	
6	Spectrogram 1	1	8.048779789	49.463410340	11623.037	11937.173	11625.000	BIO	INSECT	
7	Waveform 1	1	0.341463385	59.999994792	14701.571	15455.497		BIO		
7	Spectrogram 1	1	0.341463385	59.999994792	14701.571	15455.497	15375.000	BIO		
8	Waveform 1	1	1.121951122	3.414633850	17465.969	30973.822		BIO	INSECT	
8	Spectrogram 1	1	1.121951122	3.414633850	17465.969	30973.822	20625.000	BIO	INSECT	
9	Waveform 1	1	0.000000000	59.999994792	17095.183	23503.560		BIO	INSECT	
9	Spectrogram 1	1	0.000000000	59.999994792	17095.183	23503.560	20625.000	BIO	INSECT	
