Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.887106749	11654.952	61955.272		BIO	INSECT	
1	Spectrogram 1	1	0.000000000	59.887106749	11654.952	61955.272	21750.000	BIO	INSECT	
2	Waveform 1	1	0.000000000	59.999994792	7284.345	8357.827		BIO	INSECT	
2	Spectrogram 1	1	0.000000000	59.999994792	7284.345	8357.827	7875.000	BIO	INSECT	
3	Waveform 1	1	1.862652708	58.871114363	8511.182	9661.342		BIO	INSECT	
3	Spectrogram 1	1	1.862652708	58.871114363	8511.182	9661.342	8625.000	BIO	INSECT	
4	Waveform 1	1	0.451552172	59.943550770	6594.249	7437.700		BIO	INSECT	
4	Spectrogram 1	1	0.451552172	59.943550770	6594.249	7437.700	7125.000	BIO	INSECT	
5	Waveform 1	1	9.313263538	22.295388469	3220.447	5750.799		BIO	AVEVOC	
5	Spectrogram 1	1	9.313263538	22.295388469	3220.447	5750.799	4500.000	BIO	AVEVOC	
6	Waveform 1	1	0.000000000	59.999994792	0.000	996.805		ANT	TRAMOT	
6	Spectrogram 1	1	0.000000000	59.999994792	0.000	996.805	0.000	ANT	TRAMOT	
7	Waveform 1	1	1.467544557	6.265286380	0.000	613.419		BIO	AVEVOC	
7	Spectrogram 1	1	1.467544557	6.265286380	0.000	613.419	0.000	BIO	AVEVOC	
8	Waveform 1	1	42.615236188	59.999994792	3373.802	4370.607		BIO		
8	Spectrogram 1	1	42.615236188	59.999994792	3373.802	4370.607	3750.000	BIO		
9	Waveform 1	1	25.512697691	33.414860693	766.773	1993.610		BIO	AVEVOC	CAMGRY
9	Spectrogram 1	1	25.512697691	33.414860693	766.773	1993.610	1500.000	BIO	AVEVOC	CAMGRY
