Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.999994792	11578.275	51220.447		BIO	INSECT	
1	Spectrogram 1	1	0.000000000	59.999994792	11578.275	51220.447	21000.000	BIO	INSECT	
2	Waveform 1	1	2.314204879	4.120413565	10428.115	13955.272		BIO	INSECT	
2	Spectrogram 1	1	2.314204879	4.120413565	10428.115	13955.272	12000.000	BIO	INSECT	
3	Waveform 1	1	0.000000000	59.999994792	7897.764	8894.569		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.999994792	7897.764	8894.569	8625.000	BIO	INSECT	
4	Waveform 1	1	0.790216300	59.661330663	6287.540	7821.086		BIO	INSECT	
4	Spectrogram 1	1	0.790216300	59.661330663	6287.540	7821.086	7500.000	BIO	INSECT	
5	Waveform 1	1	20.658511847	50.065847018	8894.569	10811.502		BIO	INSECT	
5	Spectrogram 1	1	20.658511847	50.065847018	8894.569	10811.502	9000.000	BIO	INSECT	
6	Waveform 1	1	13.715897210	18.795859140	306.709	2453.674		BIO	AVEVOC	ORT_SP
6	Spectrogram 1	1	13.715897210	18.795859140	306.709	2453.674	375.000	BIO	AVEVOC	ORT_SP
7	Waveform 1	1	42.558792166	59.040446427	383.387	3450.479		BIO	AVEVOC	ORT_SP
7	Spectrogram 1	1	42.558792166	59.040446427	383.387	3450.479	1125.000	BIO	AVEVOC	ORT_SP
8	Waveform 1	1	0.000000000	2.144872815	766.773	2760.383		BIO	AVEVOC	ORT_SP
8	Spectrogram 1	1	0.000000000	2.144872815	766.773	2760.383	1500.000	BIO	AVEVOC	ORT_SP
9	Waveform 1	1	27.206018335	31.834428093	1686.901	3450.479		BIO	AVEVOC	
9	Spectrogram 1	1	27.206018335	31.834428093	1686.901	3450.479	2625.000	BIO	AVEVOC	
10	Waveform 1	1	0.000000000	59.999994792	0.000	6134.185		BIO		
10	Spectrogram 1	1	0.000000000	59.999994792	0.000	6134.185	375.000	BIO		
11	Waveform 1	1	7.224834744	41.204135652	2300.319	4063.898		BIO	AVEVOC	TROAED
11	Spectrogram 1	1	7.224834744	41.204135652	2300.319	4063.898	3000.000	BIO	AVEVOC	TROAED
12	Waveform 1	1	0.000000000	59.999994792	0.000	383.387		ANT		
12	Spectrogram 1	1	0.000000000	59.999994792	0.000	383.387	0.000	ANT		
