fname,ALTVOZ,ANIDOM,AVEVOC,FLUAGU,HERPET,HERRAM,INDETE,INSECT,LLUVIA,MAMIFE,MURCIE,PULSOS,SENSAT,SONIND,SONVIE,TRAMOT,VOZHUM
G025_20220421_053000.WAV,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
G025_20220424_063000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G025_20220424_173000.WAV,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G026_20220325_193000.WAV,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
G026_20220330_060000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
G026_20220401_200000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
G026_20220417_053000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G026_20220420_063000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G026_20220420_173000.WAV,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
G027_20220328_193000.WAV,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
G027_20220402_060000.WAV,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G027_20220404_200000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G027_20220423_063000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G027_20220423_173000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G028_20220328_193000.WAV,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
G028_20220402_060000.WAV,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
G028_20220404_200000.WAV,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G028_20220420_053000.WAV,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
G028_20220423_063000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G028_20220423_173000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G030_20220326_203000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G030_20220329_070000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G030_20220401_193000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G030_20220402_080000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G030_20220402_170000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G030_20220404_083000.WAV,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
G031_20220327_193000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
G031_20220401_060000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G031_20220403_200000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G031_20220422_063000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G031_20220422_173000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G032_20220324_193000.WAV,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
G032_20220329_060000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G032_20220331_200000.WAV,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
G032_20220416_053000.WAV,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
G032_20220419_063000.WAV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
G032_20220419_173000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G033_20220320_193000.WAV,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
G033_20220325_060000.WAV,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
G033_20220327_200000.WAV,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
G033_20220412_053000.WAV,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
G033_20220415_063000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G033_20220415_173000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G035_20220330_193000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
G035_20220404_060000.WAV,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
G035_20220406_200000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G035_20220422_053000.WAV,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
G035_20220425_063000.WAV,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
G035_20220425_173000.WAV,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
G036_20220322_193000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
G036_20220327_060000.WAV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
G036_20220329_200000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
G036_20220414_053000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G036_20220417_063000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G036_20220417_173000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
G037_20220329_193000.WAV,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
G037_20220403_060000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G037_20220405_200000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G037_20220421_053000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G037_20220424_063000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G037_20220424_173000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G038_20220319_193000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G038_20220324_060000.WAV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
G038_20220326_200000.WAV,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
G038_20220411_053000.WAV,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
G038_20220414_063000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G038_20220414_173000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G039_20220327_193000.WAV,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
G039_20220401_060000.WAV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
G039_20220403_200000.WAV,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
G039_20220419_053000.WAV,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
G039_20220422_063000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G039_20220422_173000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
G040_20220331_193000.WAV,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
G040_20220404_080000.WAV,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
G040_20220406_173000.WAV,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
G040_20220406_200000.WAV,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
G040_20220413_173000.WAV,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
G040_20220426_050000.WAV,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
G041_20220330_193000.WAV,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
G041_20220404_060000.WAV,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
G041_20220406_200000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G041_20220422_053000.WAV,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
G041_20220425_063000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G041_20220425_173000.WAV,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
G042_20220331_193000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
G042_20220405_060000.WAV,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
G042_20220407_200000.WAV,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
G042_20220423_053000.WAV,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
G042_20220426_063000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G042_20220426_173000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G044_20220331_080000.WAV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
G044_20220407_063000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G044_20220408_070000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G044_20220408_073000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G044_20220410_053000.WAV,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
G044_20220415_200000.WAV,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
G045_20220320_193000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G045_20220324_080000.WAV,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G045_20220326_173000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G045_20220326_200000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G045_20220402_173000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G045_20220415_050000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G046_20220330_193000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G046_20220404_060000.WAV,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
G046_20220406_200000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
G046_20220422_053000.WAV,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G046_20220425_063000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G046_20220425_173000.WAV,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G047_20220322_193000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G047_20220327_060000.WAV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
G047_20220329_200000.WAV,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
G047_20220414_053000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G047_20220417_063000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G047_20220417_173000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G048_20220329_193000.WAV,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
G048_20220403_060000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G048_20220405_200000.WAV,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
G048_20220421_053000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G048_20220424_063000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G048_20220424_173000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G049_20220329_193000.WAV,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
G049_20220403_060000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G049_20220405_200000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G049_20220421_053000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G049_20220424_063000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G049_20220424_173000.WAV,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
G050_20220323_193000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G050_20220328_060000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G050_20220330_200000.WAV,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
G050_20220415_053000.WAV,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
G050_20220418_063000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G050_20220418_173000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G051_20220324_193000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G051_20220328_080000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G051_20220330_173000.WAV,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
G051_20220330_200000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G051_20220406_173000.WAV,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
G051_20220419_050000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G053_20220330_193000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G053_20220404_060000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G053_20220406_200000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
G053_20220422_053000.WAV,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
G053_20220425_063000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G053_20220425_173000.WAV,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G054_20220328_193000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G054_20220402_060000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G054_20220404_200000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
