Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.999994792	3987.461	4815.047		BIO	INSECT	
1	Spectrogram 1	1	0.000000000	59.999994792	3987.461	4815.047	4500.000	BIO	INSECT	
2	Waveform 1	1	0.000000000	59.999994792	6921.630	7523.511		BIO	INSECT	
2	Spectrogram 1	1	0.000000000	59.999994792	6921.630	7523.511	7125.000	BIO	INSECT	
3	Waveform 1	1	34.261360662	35.340906023	827.586	3009.404		BIO	AVEVOC	
3	Spectrogram 1	1	34.261360662	35.340906023	827.586	3009.404	1500.000	BIO	AVEVOC	
4	Waveform 1	1	19.772725556	21.477270863	526.646	1956.113		BIO	ANIDOM	
4	Spectrogram 1	1	19.772725556	21.477270863	526.646	1956.113	1500.000	BIO	ANIDOM	
5	Waveform 1	1	5.795454042	7.045453934	1128.527	2858.934		BIO	AVEVOC	
5	Spectrogram 1	1	5.795454042	7.045453934	1128.527	2858.934	1500.000	BIO	AVEVOC	
