Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.853653341	0.000	628.272		ANT	TRAMOT	
1	Spectrogram 1	1	0.000000000	59.853653341	0.000	628.272	375.000	ANT	TRAMOT	
2	Waveform 1	1	0.000000000	59.756092374	2513.089	3329.843		BIO	INSECT	
2	Spectrogram 1	1	0.000000000	59.756092374	2513.089	3329.843	3000.000	BIO	INSECT	
3	Waveform 1	1	0.000000000	59.902433825	3329.843	4146.597		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.902433825	3329.843	4146.597	3750.000	BIO	INSECT	
4	Waveform 1	1	0.000000000	59.804872857	4397.906	6157.068		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.804872857	4397.906	6157.068	5250.000	BIO	INSECT	
5	Waveform 1	1	0.097560967	59.951214308	6157.068	7287.958		BIO	INSECT	
5	Spectrogram 1	1	0.097560967	59.951214308	6157.068	7287.958	6750.000	BIO	INSECT	
6	Waveform 1	1	0.000000000	59.853653341	7727.749	8293.194		BIO		
6	Spectrogram 1	1	0.000000000	59.853653341	7727.749	8293.194	7875.000	BIO		
7	Waveform 1	1	0.000000000	59.951214308	9549.738	11057.592		BIO	INSECT	
7	Spectrogram 1	1	0.000000000	59.951214308	9549.738	11057.592	10125.000	BIO	INSECT	
8	Waveform 1	1	0.000000000	59.951214308	14010.471	16020.942		BIO	INSECT	
8	Spectrogram 1	1	0.000000000	59.951214308	14010.471	16020.942	15375.000	BIO	INSECT	
9	Waveform 1	1	0.585365803	1.219512089	9926.702	24188.482		BIO	INSECT	
9	Spectrogram 1	1	0.585365803	1.219512089	9926.702	24188.482	17250.000	BIO	INSECT	
10	Waveform 1	1	11.170730738	19.999998264	16712.042	22806.283			INDETE	
10	Spectrogram 1	1	11.170730738	19.999998264	16712.042	22806.283	19500.000		INDETE	
12	Waveform 1	1	11.804877024	12.390242827	10178.010	22178.010		BIO	INSECT	
12	Spectrogram 1	1	11.804877024	12.390242827	10178.010	22178.010	19875.000	BIO	INSECT	
