Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.999994792	16551.724	31297.806		BIO	INSECT	
1	Spectrogram 1	1	0.000000000	59.999994792	16551.724	31297.806	21375.000	BIO	INSECT	
2	Waveform 1	1	0.340909061	18.749998372	75.235	1504.702		BIO	ANIDOM	
2	Spectrogram 1	1	0.340909061	18.749998372	75.235	1504.702	750.000	BIO	ANIDOM	
3	Waveform 1	1	0.000000000	59.999994792	2557.994	3536.050		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.999994792	2557.994	3536.050	3000.000	BIO	INSECT	
4	Waveform 1	1	0.000000000	59.999994792	3761.755	4739.812		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.999994792	3761.755	4739.812	4500.000	BIO	INSECT	
5	Waveform 1	1	44.090905264	59.999994792	4815.047	5492.163		BIO	INSECT	
5	Spectrogram 1	1	44.090905264	59.999994792	4815.047	5492.163	4875.000	BIO	INSECT	
6	Waveform 1	1	0.000000000	59.999994792	6695.925	8050.157		BIO	INSECT	
6	Spectrogram 1	1	0.000000000	59.999994792	6695.925	8050.157	7125.000	BIO	INSECT	
8	Waveform 1	1	0.965909007	58.011358601	6094.044	9705.329		BIO	INSECT	
8	Spectrogram 1	1	0.965909007	58.011358601	6094.044	9705.329	7500.000	BIO	INSECT	
