Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.282220107	59.999994792	0.000	5060.703		BIO	AVEVOC	ORT_SP
1	Spectrogram 1	1	0.282220107	59.999994792	0.000	5060.703	750.000	BIO	AVEVOC	ORT_SP
2	Waveform 1	1	41.937907931	45.211661174	4830.671	5980.831		BIO	AVEVOC	TYRMEL
2	Spectrogram 1	1	41.937907931	45.211661174	4830.671	5980.831	5625.000	BIO	AVEVOC	TYRMEL
3	Waveform 1	1	24.270929220	53.791152433	0.000	843.450		BIO	AVEVOC	PATCAY
3	Spectrogram 1	1	24.270929220	53.791152433	0.000	843.450	0.000	BIO	AVEVOC	PATCAY
4	Waveform 1	1	54.129816562	59.999994792	5060.703	5827.476		BIO	INSECT	
4	Spectrogram 1	1	54.129816562	59.999994792	5060.703	5827.476	5625.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	59.999994792	6210.863	7284.345		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.999994792	6210.863	7284.345	6750.000	BIO	INSECT	
6	Waveform 1	1	0.000000000	59.999994792	9584.665	11118.211		BIO	INSECT	
6	Spectrogram 1	1	0.000000000	59.999994792	9584.665	11118.211	10125.000	BIO	INSECT	
7	Waveform 1	1	0.000000000	59.999994792	7207.668	8664.537		BIO	INSECT	
7	Spectrogram 1	1	0.000000000	59.999994792	7207.668	8664.537	7500.000	BIO	INSECT	
