Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.451552172	59.209778491	18658.307	20764.890		BIO	INSECT	
1	Spectrogram 1	1	0.451552172	59.209778491	18658.307	20764.890	19500.000	BIO	INSECT	
2	Waveform 1	1	10.555032009	59.999994792	10081.505	18884.013		BIO	INSECT	
2	Spectrogram 1	1	10.555032009	59.999994792	10081.505	18884.013	15375.000	BIO	INSECT	
3	Waveform 1	1	23.875821069	28.052678656	11510.972	12112.853		BIO	INSECT	
3	Spectrogram 1	1	23.875821069	28.052678656	11510.972	12112.853	12000.000	BIO	INSECT	
4	Waveform 1	1	0.000000000	59.999994792	7523.511	8652.038		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.999994792	7523.511	8652.038	7875.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	59.999994792	6695.925	7373.041		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.999994792	6695.925	7373.041	7125.000	BIO	INSECT	
6	Waveform 1	1	15.070553725	53.734708412	5416.928	6244.514		BIO	INSECT	
6	Spectrogram 1	1	15.070553725	53.734708412	5416.928	6244.514	6000.000	BIO	INSECT	
7	Waveform 1	1	0.000000000	59.999994792	4664.577	5341.693		BIO	INSECT	
7	Spectrogram 1	1	0.000000000	59.999994792	4664.577	5341.693	4875.000	BIO	INSECT	
8	Waveform 1	1	0.000000000	59.999994792	3460.815	4589.342		BIO	INSECT	
8	Spectrogram 1	1	0.000000000	59.999994792	3460.815	4589.342	4125.000	BIO	INSECT	
9	Waveform 1	1	0.225776086	59.999994792	2257.053	2557.994		BIO	INSECT	
9	Spectrogram 1	1	0.225776086	59.999994792	2257.053	2557.994	2250.000	BIO	INSECT	
10	Waveform 1	1	6.321730401	58.984002406	1203.762	2783.699		BIO	AVEVOC	NYCALB
10	Spectrogram 1	1	6.321730401	58.984002406	1203.762	2783.699	2250.000	BIO	AVEVOC	NYCALB
11	Waveform 1	1	0.000000000	57.121349698	376.176	902.821		BIO	AVEVOC	
11	Spectrogram 1	1	0.000000000	57.121349698	376.176	902.821	750.000	BIO	AVEVOC	
