Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.999994792	6695.925	8501.567		BIO	INSECT	
1	Spectrogram 1	1	0.000000000	59.999994792	6695.925	8501.567	7500.000	BIO	INSECT	
2	Waveform 1	1	1.306818068	55.965904233	1730.408	5868.339		BIO	AVEVOC	TROAED
2	Spectrogram 1	1	1.306818068	55.965904233	1730.408	5868.339	4500.000	BIO	AVEVOC	TROAED
3	Waveform 1	1	37.556814922	59.999994792	677.116	2332.288		BIO	AVEVOC	CAMGRY
3	Spectrogram 1	1	37.556814922	59.999994792	677.116	2332.288	1500.000	BIO	AVEVOC	CAMGRY
4	Waveform 1	1	1.477272599	2.443181606	9855.799	12037.618		BIO	INSECT	
4	Spectrogram 1	1	1.477272599	2.443181606	9855.799	12037.618	11625.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	59.999994792	0.000	902.821		BIO		
5	Spectrogram 1	1	0.000000000	59.999994792	0.000	902.821	0.000	BIO		
