Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	5.813734208	59.999994792	230.032	766.773		BIO	AVEVOC	ZENAUR
1	Spectrogram 1	1	5.813734208	59.999994792	230.032	766.773	750.000	BIO	AVEVOC	ZENAUR
2	Waveform 1	1	0.000000000	59.999994792	0.000	536.741		ANT		
2	Spectrogram 1	1	0.000000000	59.999994792	0.000	536.741	375.000	ANT		
3	Waveform 1	1	0.000000000	59.999994792	536.741	2913.738		BIO	AVEVOC	ORT_SP
3	Spectrogram 1	1	0.000000000	59.999994792	536.741	2913.738	1875.000	BIO	AVEVOC	ORT_SP
4	Waveform 1	1	0.000000000	59.999994792	4063.898	4600.639		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.999994792	4063.898	4600.639	4500.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	59.999994792	3373.802	3833.866		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.999994792	3373.802	3833.866	3750.000	BIO	INSECT	
6	Waveform 1	1	0.000000000	59.999994792	7591.054	8357.827		BIO	INSECT	
6	Spectrogram 1	1	0.000000000	59.999994792	7591.054	8357.827	7875.000	BIO	INSECT	
7	Waveform 1	1	4.797741822	58.137342084	6670.927	10351.438		BIO	AVEVOC	
7	Spectrogram 1	1	4.797741822	58.137342084	6670.927	10351.438	8250.000	BIO	AVEVOC	
8	Waveform 1	1	0.000000000	4.684853780	6134.185	6594.249		BIO	INSECT	
8	Spectrogram 1	1	0.000000000	4.684853780	6134.185	6594.249	6375.000	BIO	INSECT	
9	Waveform 1	1	26.641578120	37.930382408	6900.958	7284.345		BIO	INSECT	
9	Spectrogram 1	1	26.641578120	37.930382408	6900.958	7284.345	7125.000	BIO	INSECT	
10	Waveform 1	1	0.225776086	59.999994792	18276.791	29471.680		BIO	INSECT	
10	Spectrogram 1	1	0.225776086	59.999994792	18276.791	29471.680	22500.000	BIO	INSECT	
