Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.951214308	0.000	691.099		ANT	TRAMOT	
1	Spectrogram 1	1	0.000000000	59.951214308	0.000	691.099	0.000	ANT	TRAMOT	
2	Waveform 1	1	0.000000000	59.951214308	3141.361	4083.770		BIO	INSECT	
2	Spectrogram 1	1	0.000000000	59.951214308	3141.361	4083.770	3750.000	BIO	INSECT	
3	Waveform 1	1	0.000000000	59.902433825	4272.251	5214.660		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.902433825	4272.251	5214.660	4875.000	BIO	INSECT	
4	Waveform 1	1	42.780484091	43.560971828	1696.335	17151.832		BIO	AVEVOC	
4	Spectrogram 1	1	42.780484091	43.560971828	1696.335	17151.832	5250.000	BIO	AVEVOC	
5	Waveform 1	1	0.000000000	59.999994792	6031.414	7162.304		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.999994792	6031.414	7162.304	6750.000	BIO	INSECT	
6	Waveform 1	1	0.097560967	59.853653341	6659.686	8167.539		BIO	INSECT	
6	Spectrogram 1	1	0.097560967	59.853653341	6659.686	8167.539	7500.000	BIO	INSECT	
7	Waveform 1	1	0.048780484	59.853653341	8607.330	9424.084		BIO	INSECT	
7	Spectrogram 1	1	0.048780484	59.853653341	8607.330	9424.084	8625.000	BIO	INSECT	
8	Waveform 1	1	0.243902418	59.414628989	9549.738	10680.628		BIO	INSECT	
8	Spectrogram 1	1	0.243902418	59.414628989	9549.738	10680.628	10125.000	BIO	INSECT	
9	Waveform 1	1	0.097560967	59.951214308	10617.801	11748.691		BIO	INSECT	
9	Spectrogram 1	1	0.097560967	59.951214308	10617.801	11748.691	11250.000	BIO	INSECT	
10	Waveform 1	1	10.487803968	27.317070799	10240.838	23497.382		BIO	INSECT	
10	Spectrogram 1	1	10.487803968	27.317070799	10240.838	23497.382	17625.000	BIO	INSECT	
11	Waveform 1	1	10.341462517	54.780483050	12188.482	17151.832		BIO	INSECT	
11	Spectrogram 1	1	10.341462517	54.780483050	12188.482	17151.832	15000.000	BIO	INSECT	
12	Waveform 1	1	0.000000000	59.951214308	14450.262	15455.497		BIO	INSECT	
12	Spectrogram 1	1	0.000000000	59.951214308	14450.262	15455.497	15000.000	BIO	INSECT	
