Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	45.550325303	53.339600262	8349.734	32422.992		BIO	INSECT	
1	Spectrogram 1	1	45.550325303	53.339600262	8349.734	32422.992	16500.000	BIO	INSECT	
2	Waveform 1	1	3.725305415	4.797741822	12038.339	23156.550		BIO	INSECT	
2	Spectrogram 1	1	3.725305415	4.797741822	12038.339	23156.550	16500.000	BIO	INSECT	
3	Waveform 1	1	0.000000000	59.999994792	7897.764	8511.182		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.999994792	7897.764	8511.182	8250.000	BIO	INSECT	
4	Waveform 1	1	2.144872815	10.329255924	8434.505	8894.569		BIO	INSECT	
4	Spectrogram 1	1	2.144872815	10.329255924	8434.505	8894.569	8625.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	59.999994792	4600.639	5444.089		INSECT		
5	Spectrogram 1	1	0.000000000	59.999994792	4600.639	5444.089	4875.000	BIO	INSECT	
6	Waveform 1	1	0.395108150	59.999994792	3757.188	4370.607		BIO	INSECT	
6	Spectrogram 1	1	0.395108150	59.999994792	3757.188	4370.607	4125.000	BIO	INSECT	
7	Waveform 1	1	0.000000000	59.999994792	3220.447	3833.866		BIO	INSECT	
7	Spectrogram 1	1	0.000000000	59.999994792	3220.447	3833.866	3750.000	BIO	INSECT	
8	Waveform 1	1	55.597361119	59.999994792	2453.674	3143.770		BIO	INSECT	
8	Spectrogram 1	1	55.597361119	59.999994792	2453.674	3143.770	3000.000	BIO	INSECT	
9	Waveform 1	1	0.000000000	59.999994792	1686.901	2376.997		BIO	INSECT	
9	Spectrogram 1	1	0.000000000	59.999994792	1686.901	2376.997	2250.000	BIO	INSECT	
10	Waveform 1	1	0.000000000	59.999994792	9814.696	18325.879		BIO	INSECT	
10	Spectrogram 1	1	0.000000000	59.999994792	9814.696	18325.879	15375.000	BIO	INSECT	
11	Waveform 1	1	0.677328257	1.411100536	8127.796	19706.070		BIO	INSECT	
11	Spectrogram 1	1	0.677328257	1.411100536	8127.796	19706.070	13500.000	BIO	INSECT	
