Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	2.257760858	0.000	96000.000		BIO	INSECT	
1	Spectrogram 1	1	0.000000000	2.257760858	0.000	96000.000	16125.000	BIO	INSECT	
2	Waveform 1	1	37.422386215	50.573843211	0.000	96000.000		BIO	INSECT	
2	Spectrogram 1	1	37.422386215	50.573843211	0.000	96000.000	16125.000	BIO	INSECT	
3	Waveform 1	1	0.733772279	59.999994792	8587.859	40485.623		BIO	INSECT	
3	Spectrogram 1	1	0.733772279	59.999994792	8587.859	40485.623	16125.000	BIO	INSECT	
4	Waveform 1	1	0.282220107	59.999994792	7207.668	8127.796		BIO	INSECT	
4	Spectrogram 1	1	0.282220107	59.999994792	7207.668	8127.796	7500.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	59.999994792	6517.572	7054.313		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.999994792	6517.572	7054.313	6750.000	BIO	INSECT	
6	Waveform 1	1	2.539980965	34.882405250	5444.089	6057.508		BIO	INSECT	
6	Spectrogram 1	1	2.539980965	34.882405250	5444.089	6057.508	6000.000	BIO	INSECT	
7	Waveform 1	1	0.000000000	59.999994792	4600.639	5060.703		BIO	INSECT	
7	Spectrogram 1	1	0.000000000	59.999994792	4600.639	5060.703	4875.000	BIO	INSECT	
8	Waveform 1	1	0.000000000	59.830662727	3067.093	3757.188		BIO	INSECT	
8	Spectrogram 1	1	0.000000000	59.830662727	3067.093	3757.188	3750.000	BIO	INSECT	
9	Waveform 1	1	52.888048090	53.678264390	5214.058	9968.051		BIO	INSECT	
9	Spectrogram 1	1	52.888048090	53.678264390	5214.058	9968.051	8250.000	BIO	INSECT	
10	Waveform 1	1	51.251171468	59.661330663	5980.831	6287.540		BIO	INSECT	
10	Spectrogram 1	1	51.251171468	59.661330663	5980.831	6287.540	6000.000	BIO	INSECT	
11	Waveform 1	1	30.133415048	33.176567474	56982.694	66403.088		BIO	MURCIE	PTEPAR
11	Spectrogram 1	1	30.133415048	33.176567474	56982.694	66403.088	61875.000	BIO	MURCIE	PTEPAR
