Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	14.844777639	59.661330663	843.450	3373.802		BIO	AVEVOC	
1	Spectrogram 1	1	14.844777639	59.661330663	843.450	3373.802	2250.000	BIO	AVEVOC	
2	Waveform 1	1	17.384758604	17.723422732	1073.482	2530.351		BIO	AVEVOC	RUPMAG
2	Spectrogram 1	1	17.384758604	17.723422732	1073.482	2530.351	1875.000	BIO	AVEVOC	RUPMAG
3	Waveform 1	1	2.991533136	6.547506487	920.128	2760.383		BIO	AVEVOC	CAMGRY
3	Spectrogram 1	1	2.991533136	6.547506487	920.128	2760.383	1875.000	BIO	AVEVOC	CAMGRY
4	Waveform 1	1	0.000000000	59.999994792	0.000	766.773		ANT	TRAMOT	
4	Spectrogram 1	1	0.000000000	59.999994792	0.000	766.773	0.000	ANT	TRAMOT	
5	Waveform 1	1	0.000000000	59.999994792	3527.157	3987.220		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.999994792	3527.157	3987.220	3750.000	BIO	INSECT	
6	Waveform 1	1	0.000000000	59.999994792	6287.540	6900.958		BIO	INSECT	
6	Spectrogram 1	1	0.000000000	59.999994792	6287.540	6900.958	6750.000	BIO	INSECT	
7	Waveform 1	1	0.000000000	59.999994792	7974.441	9047.923		BIO	INSECT	
7	Spectrogram 1	1	0.000000000	59.999994792	7974.441	9047.923	8625.000	BIO	INSECT	
8	Waveform 1	1	0.000000000	59.999994792	7054.313	7897.764		BIO	INSECT	
8	Spectrogram 1	1	0.000000000	59.999994792	7054.313	7897.764	7875.000	BIO	INSECT	
9	Waveform 1	1	0.000000000	59.999994792	15718.850	16562.300		BIO	INSECT	
9	Spectrogram 1	1	0.000000000	59.999994792	15718.850	16562.300	16125.000	BIO	INSECT	
10	Waveform 1	1	0.451552172	1.919096729	16945.687	22619.808		BIO	INSECT	
10	Spectrogram 1	1	0.451552172	1.919096729	16945.687	22619.808	19875.000	BIO	INSECT	
