Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.999994792	18217.601	21036.992		BIO	INSECT	
1	Spectrogram 1	1	0.000000000	59.999994792	18217.601	21036.992	19500.000	BIO	INSECT	
2	Waveform 1	1	0.000000000	59.999994792	8566.610	10410.058		BIO	INSECT	
2	Spectrogram 1	1	0.000000000	59.999994792	8566.610	10410.058	9750.000	BIO	INSECT	
3	Waveform 1	1	6.208842358	11.853244503	0.000	14313.829		BIO	AVEVOC	PORMAR
3	Spectrogram 1	1	6.208842358	11.853244503	0.000	14313.829	9750.000	BIO	AVEVOC	PORMAR
4	Waveform 1	1	14.901221660	19.755407504	1456.869	5980.831		BIO	AVEVOC	
4	Spectrogram 1	1	14.901221660	19.755407504	1456.869	5980.831	2625.000	BIO	AVEVOC	
5	Waveform 1	1	0.225776086	14.393225467	690.096	5137.380		BIO	AVEVOC	
5	Spectrogram 1	1	0.225776086	14.393225467	690.096	5137.380	1875.000	BIO	AVEVOC	
6	Waveform 1	1	20.940731955	24.383817262	383.387	1303.514		BIO	AVEVOC	
6	Spectrogram 1	1	20.940731955	24.383817262	383.387	1303.514	1125.000	BIO	AVEVOC	
7	Waveform 1	1	28.617118871	30.818435707	306.709	5980.831		BIO	AVEVOC	PHIINF
7	Spectrogram 1	1	28.617118871	30.818435707	306.709	5980.831	1125.000	BIO	AVEVOC	PHIINF
8	Waveform 1	1	33.979300907	34.600185143	306.709	6057.508		BIO	AVEVOC	PORMAR
8	Spectrogram 1	1	33.979300907	34.600185143	306.709	6057.508	750.000	BIO	AVEVOC	PORMAR
9	Waveform 1	1	35.108181336	40.413919352	3220.447	8511.182		BIO	HERPET	
9	Spectrogram 1	1	35.108181336	40.413919352	3220.447	8511.182	7500.000	BIO	HERPET	
10	Waveform 1	1	47.412978010	50.122291040	690.096	5904.153		BIO	AVEVOC	PHIINF
10	Spectrogram 1	1	47.412978010	50.122291040	690.096	5904.153	1125.000	BIO	AVEVOC	PHIINF
11	Waveform 1	1	56.726241548	58.871114363	690.096	6517.572		BIO	AVEVOC	PHIINF
11	Spectrogram 1	1	56.726241548	58.871114363	690.096	6517.572	1125.000	BIO	AVEVOC	PHIINF
12	Waveform 1	1	54.694256776	56.444021441	1763.578	5597.444		BIO	AVEVOC	MYI_SP
12	Spectrogram 1	1	54.694256776	56.444021441	1763.578	5597.444	2625.000	BIO	AVEVOC	MYI_SP
13	Waveform 1	1	0.000000000	59.999994792	6824.281	7821.086		BIO	INSECT	
13	Spectrogram 1	1	0.000000000	59.999994792	6824.281	7821.086	7500.000	BIO	INSECT	
