Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.999994792	0.000	843.450		ANT	TRAMOT	
1	Spectrogram 1	1	0.000000000	59.999994792	0.000	843.450	375.000	ANT	TRAMOT	
2	Waveform 1	1	0.000000000	5.644402144	2146.965	2837.061		BIO	INSECT	
2	Spectrogram 1	1	0.000000000	5.644402144	2146.965	2837.061	2250.000	BIO	INSECT	
3	Waveform 1	1	23.198492812	50.912507340	2146.965	2607.029		BIO	INDETE	
3	Spectrogram 1	1	23.198492812	50.912507340	2146.965	2607.029	2250.000	BIO	INDETE	
4	Waveform 1	1	0.000000000	59.999994792	3297.125	3680.511		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.999994792	3297.125	3680.511	3375.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	59.999994792	3680.511	4447.284		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.999994792	3680.511	4447.284	3750.000	BIO	INSECT	
6	Waveform 1	1	0.000000000	59.999994792	4523.962	5520.767		BIO	INSECT	
6	Spectrogram 1	1	0.000000000	59.999994792	4523.962	5520.767	4875.000	BIO	INSECT	
7	Waveform 1	1	0.000000000	59.999994792	6364.217	7284.345		BIO	INSECT	
7	Spectrogram 1	1	0.000000000	59.999994792	6364.217	7284.345	7125.000	BIO	INSECT	
8	Waveform 1	1	0.000000000	59.999994792	7744.409	8664.537		BIO	INSECT	
8	Spectrogram 1	1	0.000000000	59.999994792	7744.409	8664.537	8250.000	BIO	INSECT	
10	Waveform 1	1	0.338664129	59.999994792	9814.696	10428.115		BIO	INSECT	
10	Spectrogram 1	1	0.338664129	59.999994792	9814.696	10428.115	10125.000	BIO	INSECT	
11	Waveform 1	1	6.603950509	15.465661875	9814.696	21316.294		BIO	INSECT	
11	Spectrogram 1	1	6.603950509	15.465661875	9814.696	21316.294	15750.000	BIO	INSECT	
12	Waveform 1	1	0.282220107	11.345248310	14798.722	15335.463		BIO	INSECT	
12	Spectrogram 1	1	0.282220107	11.345248310	14798.722	15335.463	15000.000	BIO	INSECT	
13	Waveform 1	1	11.175916245	11.514580374	10428.115	21316.294		BIO	INSECT	
13	Spectrogram 1	1	11.175916245	11.514580374	10428.115	21316.294	16125.000	BIO	INSECT	
14	Waveform 1	1	37.422386215	40.357475330	9431.310	18785.942		BIO	INSECT	
14	Spectrogram 1	1	37.422386215	40.357475330	9431.310	18785.942	15375.000	BIO	INSECT	
15	Waveform 1	1	49.501406804	51.872055704	10734.824	17405.751		BIO	INSECT	
15	Spectrogram 1	1	49.501406804	51.872055704	10734.824	17405.751	14250.000	BIO	INSECT	
16	Waveform 1	1	0.976051034	4.243096205	23667.758	40053.129		BIO	MOL_SP	
16	Spectrogram 1	1	0.976051034	4.243096205	23667.758	40053.129	31875.000	BIO	MOL_SP	
17	Waveform 1	1	18.073100052	19.662688997	30429.975	42914.067		BIO	MURCIE	MOL_SP
17	Spectrogram 1	1	18.073100052	19.662688997	30429.975	42914.067	34875.000	BIO	MURCIE	MOL_SP
18	Waveform 1	1	24.597117513	28.436638719	23908.046	41011.494		BIO	MURCIE	MOL_SP
18	Spectrogram 1	1	24.597117513	28.436638719	23908.046	41011.494	32250.000	BIO	MURCIE	MOL_SP
