Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	5.305738015	35.277513401	9867.867	25374.516		BIO	INSECT	
1	Spectrogram 1	1	5.305738015	35.277513401	9867.867	25374.516	18000.000	BIO	INSECT	
2	Waveform 1	1	0.000000000	59.999994792	7821.086	9124.601		BIO	INSECT	
2	Spectrogram 1	1	0.000000000	59.999994792	7821.086	9124.601	8250.000	BIO	INSECT	
3	Waveform 1	1	0.000000000	59.999994792	6210.863	7284.345		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.999994792	6210.863	7284.345	6750.000	BIO	INSECT	
4	Waveform 1	1	0.000000000	59.999994792	4140.575	4984.026		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.999994792	4140.575	4984.026	4500.000	BIO	INSECT	
5	Waveform 1	1	0.564440214	59.999994792	3450.479	3987.220		BIO	INSECT	
5	Spectrogram 1	1	0.564440214	59.999994792	3450.479	3987.220	3750.000	BIO	INSECT	
6	Waveform 1	1	30.423327557	47.017869860	1073.482	5827.476		BIO	AVEVOC	
6	Spectrogram 1	1	30.423327557	47.017869860	1073.482	5827.476	3750.000	BIO	AVEVOC	
7	Waveform 1	1	3.499529329	26.923798227	1533.546	3220.447		BIO	AVEVOC	
7	Spectrogram 1	1	3.499529329	26.923798227	1533.546	3220.447	2625.000	BIO	AVEVOC	
8	Waveform 1	1	0.000000000	59.720628816	35462.687	49791.045		BIO	MURCIE	SAC_SP
8	Spectrogram 1	1	0.000000000	59.720628816	35462.687	49791.045	45375.000	BIO	MURCIE	SAC_SP
