Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.999994792	9047.923	14492.013		BIO	INSECT	
1	Spectrogram 1	1	0.000000000	59.999994792	9047.923	14492.013	12375.000	BIO	INSECT	
2	Waveform 1	1	20.940731955	21.166508040	18939.297	20932.907		BIO	INSECT	
2	Spectrogram 1	1	20.940731955	21.166508040	18939.297	20932.907	20250.000	BIO	INSECT	
3	Waveform 1	1	2.314204879	59.774218706	5674.121	6632.588		BIO	INSECT	
3	Spectrogram 1	1	2.314204879	59.774218706	5674.121	6632.588	6375.000	BIO	INSECT	
4	Waveform 1	1	0.000000000	59.999994792	6057.508	8127.796		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.999994792	6057.508	8127.796	6750.000	BIO	INSECT	
5	Waveform 1	1	0.338664129	59.999994792	4063.898	4677.316		BIO	INSECT	
5	Spectrogram 1	1	0.338664129	59.999994792	4063.898	4677.316	4500.000	BIO	INSECT	
6	Waveform 1	1	0.000000000	59.999994792	3067.093	3833.866		BIO	INSECT	
6	Spectrogram 1	1	0.000000000	59.999994792	3067.093	3833.866	3750.000	BIO	INSECT	
7	Waveform 1	1	14.111005360	59.999994792	2453.674	2913.738		BIO	INSECT	
7	Spectrogram 1	1	14.111005360	59.999994792	2453.674	2913.738	2625.000	BIO	INSECT	
9	Waveform 1	1	51.251171468	52.097831790	16255.591	28764.045		BIO	INDETE	
9	Spectrogram 1	1	51.251171468	52.097831790	16255.591	28764.045	23250.000	BIO	INDETE	
11	Waveform 1	1	46.086717298	47.077484258	17438.202	29123.596			INDETE	
11	Spectrogram 1	1	46.086717298	47.077484258	17438.202	29123.596	24375.000		INDETE	
12	Waveform 1	1	12.524126027	13.237904374	19235.955	27146.067			INDETE	
12	Spectrogram 1	1	12.524126027	13.237904374	19235.955	27146.067	23250.000		INDETE	
13	Waveform 1	1	16.781694860	18.031694752	19415.730	29123.596			INDETE	
13	Spectrogram 1	1	16.781694860	18.031694752	19415.730	29123.596	24375.000		INDETE	
14	Waveform 1	1	42.280646712	43.626527277	24629.213	43146.067			INDETE	
14	Spectrogram 1	1	42.280646712	43.626527277	24629.213	43146.067	32625.000		INDETE	
